edad,ingreso,gasto,ahorros,compra
39,598.88,357.51,241.37,129.98
22,1056.28,1056.28,0.0,479.45
26,626.82,330.37,296.45,53.52
55,1729.37,1234.5,494.87,595.14
34,2536.04,1991.46,544.58,657.79
26,3007.02,2186.36,820.66,852.41
45,2180.94,1435.64,745.3,332.84
26,1487.87,1024.16,463.71,235.42
38,576.24,200.0,376.24,80.77
20,696.19,200.0,496.19,111.03
43,1115.9,1115.9,0.0,545.52
40,3306.78,3262.81,43.97,991.77
27,526.25,310.08,216.17,102.88
45,1654.84,1061.45,593.39,500.61
37,2893.89,2714.67,179.22,1479.17
32,665.6,665.6,0.0,195.51
35,562.36,380.54,181.82,159.66
30,5280.49,3408.15,1872.34,1400.01
37,966.98,966.98,0.0,548.14
18,743.05,742.96,0.09,278.99
28,1161.9,373.33,788.57,116.17
29,2369.53,1841.62,527.91,872.62
30,1892.52,1195.83,696.69,750.05
40,3071.02,1896.49,1174.53,313.12
34,992.61,992.61,0.0,426.47
49,1842.26,1664.83,177.43,601.88
39,1758.19,1705.93,52.26,451.11
28,2357.99,1325.67,1032.32,378.58
26,1694.11,1331.85,362.26,774.87
27,1451.92,820.56,631.36,329.52
38,560.45,300.83,259.62,48.92
50,534.29,534.29,0.0,287.11
21,933.27,677.78,255.49,307.48
38,749.42,661.28,88.14,350.91
58,2465.71,2216.4,249.31,712.53
38,965.01,896.27,68.74,400.54
42,1214.5,881.47,333.03,417.3
18,587.13,587.13,0.0,243.29
74,1316.21,717.15,599.06,169.46
41,1957.22,1606.62,350.6,360.06
18,5586.87,4975.03,611.84,992.8
36,873.19,873.19,0.0,377.93
18,591.44,591.44,0.0,173.27
59,1744.15,1063.64,680.51,362.3
18,2839.78,2615.95,223.83,1220.89
27,2281.78,2065.23,216.55,763.47
48,1211.84,649.88,561.96,337.44
18,1182.9,774.85,408.05,241.06
18,1439.02,816.96,622.06,356.28
31,928.23,565.32,362.91,239.62
30,835.51,791.59,43.92,404.99
67,946.42,893.76,52.66,478.41
35,726.98,726.98,0.0,201.27
18,815.74,815.74,0.0,386.3
29,867.74,654.64,213.1,276.06
18,1732.51,1417.32,315.19,684.61
33,3699.3,2578.77,1120.53,1521.71
18,2463.29,2072.24,391.05,364.13
33,1149.7,766.09,383.61,279.11
39,1049.08,1049.08,0.0,299.91
18,526.35,526.35,0.0,280.8
26,4680.17,3155.86,1524.31,884.37
33,1857.51,1455.32,402.19,417.7
35,3724.82,2425.93,1298.89,779.63
27,3366.83,3366.83,0.0,1867.83
26,2660.14,1578.62,1081.52,569.44
55,1654.31,1654.31,0.0,836.6
39,1742.9,1742.9,0.0,909.33
45,2317.04,1819.84,497.2,791.5
39,853.54,853.54,0.0,155.52
62,1148.28,914.49,233.79,300.89
31,3179.26,3030.0,149.26,1519.71
36,3758.4,2415.03,1343.37,1154.04
27,995.85,695.89,299.96,219.82
46,3004.73,1928.35,1076.38,555.71
44,571.48,571.48,0.0,198.63
36,1183.46,1031.81,151.65,536.55
25,2875.36,2263.64,611.72,850.32
23,1078.06,934.19,143.87,149.27
18,1365.86,517.51,848.35,188.25
53,3069.57,1493.92,1575.65,672.6
25,656.1,561.36,94.74,172.85
27,948.36,948.36,0.0,534.62
27,1482.28,1419.41,62.87,810.83
36,352.09,220.2,131.89,15.58
53,1537.6,768.44,769.16,352.8
18,2697.59,2130.44,567.15,948.83
34,262.48,262.48,0.0,128.99
57,921.18,921.18,0.0,604.31
35,2286.8,704.66,1582.14,239.51
21,1455.47,993.97,461.5,285.26
28,3065.31,2445.27,620.04,503.59
40,1564.85,870.4,694.45,212.38
44,1466.18,1415.51,50.67,600.08
35,1577.56,678.61,898.95,397.57
50,2502.48,2080.37,422.11,790.9
18,2191.66,1395.06,796.6,696.17
33,2084.33,1662.68,421.65,580.77
43,908.29,327.13,581.16,18.4
18,1768.88,1548.24,220.64,571.45
41,3194.75,2518.24,676.51,1015.73
32,1562.73,1404.67,158.06,654.44
47,1370.36,984.85,385.51,154.95
47,407.94,407.94,0.0,297.29
18,149.79,149.79,0.0,81.25
30,463.67,200.0,263.67,50.87
24,1020.64,1020.64,0.0,334.52
18,4645.41,2619.11,2026.3,641.72
51,1804.53,1247.08,557.45,485.25
28,1715.18,875.85,839.33,237.22
18,1371.91,436.55,935.36,85.12
37,4209.18,2690.72,1518.46,696.89
36,1258.44,1079.34,179.1,400.04
22,2238.98,1656.49,582.49,894.37
37,3973.03,2804.34,1168.69,567.71
51,318.17,200.0,118.17,200.0
34,733.64,612.65,120.99,185.16
42,1742.37,1742.37,0.0,577.49
37,18227.95,11486.76,6741.19,6531.85
43,1914.95,1238.81,676.14,533.22
27,1048.83,769.74,279.09,379.89
18,1505.83,804.98,700.85,253.35
53,6390.89,4280.91,2109.98,2420.06
18,1891.36,1468.96,422.4,383.62
18,988.88,794.81,194.07,512.39
35,3520.89,2495.86,1025.03,943.16
46,1246.71,1045.08,201.63,525.0
18,3334.6,1801.37,1533.23,778.29
19,1234.77,1234.77,0.0,523.84
18,3125.96,2760.11,365.85,1666.89
55,2759.27,2160.95,598.32,547.13
36,1509.96,1115.3,394.66,216.98
59,579.47,579.47,0.0,174.05
40,3248.16,2664.96,583.2,1041.31
47,1930.99,1562.93,368.06,343.23
45,1009.97,592.78,417.19,412.87
54,3740.52,2576.08,1164.44,642.53
39,4094.09,2794.31,1299.78,604.89
38,1325.38,1325.38,0.0,283.57
40,717.89,717.89,0.0,453.78
33,3460.88,2781.12,679.76,744.0
46,1616.19,1007.83,608.36,685.61
44,3154.31,2364.99,789.32,1369.49
65,332.74,303.79,28.95,84.35
53,5126.13,3179.11,1947.02,1043.55
26,1420.16,844.85,575.31,440.13
26,2358.29,2085.7,272.59,423.9
36,162.77,162.77,0.0,71.36
44,1085.94,760.78,325.16,312.53
34,824.38,447.4,376.98,348.23
19,718.23,718.23,0.0,393.46
72,1590.47,1146.4,444.07,603.57
18,1025.45,1025.45,0.0,469.94
18,790.29,719.85,70.44,285.29
47,778.39,416.92,361.47,151.66
58,1107.86,477.82,630.04,84.91
34,5185.73,3681.52,1504.21,2043.89
18,4245.14,3613.87,631.27,953.08
23,1452.76,1443.86,8.9,455.27
39,448.95,448.95,0.0,158.11
42,1180.11,1180.11,0.0,647.04
36,3096.72,1994.95,1101.77,599.34
23,1630.84,1446.7,184.14,492.52
18,3585.31,2957.95,627.36,1248.69
18,3006.5,2750.49,256.01,1084.63
18,2502.66,2311.92,190.74,1028.89
46,1865.26,608.39,1256.87,121.36
62,1677.74,1360.44,317.3,657.63
36,3721.49,2948.27,773.22,828.37
38,1315.81,1315.81,0.0,261.11
45,1917.21,1165.86,751.35,385.87
41,3399.55,2648.59,750.96,640.18
55,3841.87,2574.13,1267.74,1061.52
25,1202.71,969.43,233.28,457.76
36,928.64,928.64,0.0,229.12
44,640.42,585.78,54.64,142.56
40,7851.89,5224.32,2627.57,1297.13
25,1284.88,1284.88,0.0,799.82
25,1588.73,1110.26,478.47,575.47
23,6563.38,5083.87,1479.51,2823.54
65,941.12,941.12,0.0,602.81
25,1018.51,836.4,182.11,206.4
18,1506.96,997.63,509.33,176.03
29,136.31,136.31,0.0,133.23
18,1943.91,1228.23,715.68,377.34
36,1042.15,1028.32,13.83,566.73
29,4786.53,3951.27,835.26,2397.93
50,327.14,327.14,0.0,112.22
58,1479.37,913.71,565.66,150.05
46,1896.84,1739.18,157.66,485.18
34,887.17,824.41,62.76,181.96
26,1477.3,616.59,860.71,225.96
36,565.37,565.37,0.0,296.58
37,1438.51,1277.59,160.92,606.11
28,2387.01,1668.98,718.03,787.98
42,2264.37,1664.28,600.09,562.57
26,5297.64,3438.87,1858.77,766.5
34,941.82,941.82,0.0,353.99
42,4810.73,3818.71,992.02,1132.35
23,1809.18,1286.72,522.46,690.57
48,1122.49,726.05,396.44,355.4
34,1806.33,1416.63,389.7,518.5
43,674.34,674.34,0.0,160.86
19,3081.41,2129.23,952.18,484.21
41,748.52,217.93,530.59,114.32
32,834.91,750.42,84.49,259.16
39,6853.72,5112.1,1741.62,2209.76
18,526.86,526.86,0.0,170.22
34,958.39,265.55,692.84,37.63
18,1494.92,1494.92,0.0,522.11
26,2511.77,2131.49,380.28,945.12
69,1564.6,1471.63,92.97,830.37
18,1482.51,1482.51,0.0,644.2
31,718.01,209.69,508.32,0.0
55,1066.8,429.05,637.75,246.11
25,1482.42,1221.93,260.49,270.84
41,1276.32,879.95,396.37,331.63
61,235.07,200.0,35.07,80.24
42,1857.69,1250.66,607.03,465.54
36,3391.82,2668.97,722.85,933.47
25,4388.52,4304.95,83.57,1516.79
43,709.25,352.05,357.2,128.11
55,5653.4,3927.97,1725.43,1692.82
60,889.74,547.67,342.07,184.94
57,369.01,369.01,0.0,96.4
40,4377.06,4186.98,190.08,1940.54
29,1678.97,1549.01,129.96,555.79
41,2209.26,1592.04,617.22,545.84
41,3004.92,2508.13,496.79,1284.6
34,1843.26,1645.11,198.15,437.63
29,510.94,478.53,32.41,0.0
20,3043.0,2932.49,110.51,1024.9
30,631.81,200.0,431.81,146.48
43,369.67,369.67,0.0,196.38
42,1046.83,695.27,351.56,237.35
18,4360.31,2627.1,1733.21,896.23
44,1685.32,1122.57,562.75,437.85
37,456.79,456.79,0.0,175.48
52,2347.69,2032.02,315.67,1049.67
38,333.41,333.41,0.0,262.98
48,2847.47,1862.55,984.92,1026.53
31,5242.04,3970.64,1271.4,1217.55
36,754.26,754.26,0.0,428.86
32,4789.83,4126.46,663.37,1792.02
47,2450.28,2378.51,71.77,1233.65
35,1037.63,947.96,89.67,428.39
22,926.02,422.01,504.01,108.79
49,1042.22,711.62,330.6,84.14
37,549.21,389.54,159.67,176.47
40,1183.98,486.87,697.11,233.06
42,1163.33,878.56,284.77,289.68
43,3162.3,2250.64,911.66,912.99
47,1593.23,1110.68,482.55,366.96
27,2764.44,1894.92,869.52,521.78
41,1913.78,1499.28,414.5,265.81
64,335.19,200.0,135.19,54.19
45,1450.35,1450.35,0.0,431.79
41,1748.9,1121.69,627.21,591.6
36,1628.13,1127.68,500.45,655.4
30,451.49,200.0,251.49,75.32
18,1905.76,1416.77,488.99,756.21
52,2384.99,1610.84,774.15,351.62
75,3925.7,2697.35,1228.35,1345.14
31,3071.76,2494.12,577.64,876.26
52,2675.96,2384.87,291.09,940.84
44,803.16,584.7,218.46,102.9
38,1481.03,1167.68,313.35,683.01
30,714.84,714.84,0.0,242.56
24,1041.74,535.32,506.42,117.55
18,1648.91,1006.36,642.55,327.45
41,3796.89,2398.03,1398.86,836.47
40,283.62,200.0,83.62,146.02
60,621.59,200.0,421.59,12.09
18,7960.18,5874.03,2086.15,1663.52
29,1655.07,832.66,822.41,502.02
24,3477.54,3071.57,405.97,1261.15
18,712.62,712.62,0.0,280.05
33,1907.99,1609.76,298.23,512.33
18,3550.41,3550.41,0.0,1278.36
42,2436.51,1455.8,980.71,504.64
28,3455.59,3233.9,221.69,1049.34
45,1200.21,721.75,478.46,256.66
47,2025.71,942.57,1083.14,310.68
26,1127.4,1127.4,0.0,383.12
18,588.52,267.25,321.27,83.63
32,1698.91,1403.48,295.43,420.79
37,2008.52,1028.36,980.16,302.01
18,5761.56,4011.68,1749.88,1712.51
39,7582.59,6756.05,826.54,3738.68
32,743.51,328.73,414.78,105.58
20,1587.77,1122.61,465.16,459.55
41,3394.38,2800.66,593.72,1633.49
61,1135.96,712.35,423.61,360.17
31,3393.63,2246.01,1147.62,714.39
50,4863.09,3440.69,1422.4,1038.02
39,1649.85,1010.84,639.01,483.19
29,5813.72,3971.05,1842.67,1784.73
56,2365.24,1453.88,911.36,279.97
43,455.53,398.15,57.38,219.74
46,748.59,273.61,474.98,100.19
18,720.79,401.06,319.73,167.03
21,3254.31,2738.42,515.89,1148.35
39,7609.76,6264.37,1345.39,1819.21
30,4387.26,3706.86,680.4,1910.2
33,925.49,462.0,463.49,253.84
19,737.29,562.46,174.83,263.41
61,1841.89,1528.23,313.66,584.62
28,1567.75,1240.53,327.22,399.43
61,1219.54,957.85,261.69,402.85
40,635.76,200.0,435.76,145.19
22,861.19,610.68,250.51,213.62
56,319.08,319.08,0.0,137.29
59,1491.83,1491.83,0.0,443.94
43,6230.02,5684.83,545.19,1958.1
18,490.5,232.19,258.31,98.17
44,4140.71,2411.05,1729.66,494.36
29,855.96,631.01,224.95,340.15
18,163.7,163.7,0.0,108.53
18,1398.48,1028.69,369.79,390.53
48,7089.67,5288.36,1801.31,2763.07
35,904.18,643.91,260.27,333.47
18,1805.16,1348.28,456.88,577.05
34,909.93,747.97,161.96,316.52
18,741.65,200.0,541.65,0.0
45,6144.62,4690.64,1453.98,1014.94
30,2443.99,1842.95,601.04,415.01
29,230.91,230.91,0.0,112.68
29,576.62,252.73,323.89,112.4
22,921.43,921.43,0.0,299.95
29,2698.14,2442.52,255.62,613.26
42,2511.61,1959.8,551.81,852.09
18,1381.05,984.8,396.25,491.43
25,639.23,569.16,70.07,85.84
40,513.09,254.59,258.5,176.67
56,427.39,343.51,83.88,0.0
19,388.92,352.43,36.49,44.59
29,3645.19,2455.36,1189.83,528.4
46,2275.4,1489.15,786.25,861.57
43,820.09,378.25,441.84,117.95
42,2011.97,1520.66,491.31,857.03
49,1982.79,1093.96,888.83,244.43
18,9496.98,7595.49,1901.49,2073.28
21,6482.5,5036.7,1445.8,2821.04
34,4111.39,3421.02,690.37,1230.7
18,506.81,200.0,306.81,93.36
46,594.66,317.9,276.76,208.35
18,999.04,510.41,488.63,336.7
58,1098.85,810.32,288.53,221.51
49,1516.7,1451.99,64.71,732.34
32,2917.04,2480.78,436.26,901.01
60,1802.56,923.31,879.25,194.02
18,456.38,200.0,256.38,70.31
50,1283.82,1010.76,273.06,304.12
44,1403.7,1342.32,61.38,298.09
37,606.51,595.15,11.36,186.47
39,1893.55,1478.74,414.81,476.43
33,722.73,562.5,160.23,316.95
52,1800.36,1744.91,55.45,617.97
24,6285.39,5590.7,694.69,2274.05
45,712.68,224.51,488.17,38.61
46,1198.8,1164.33,34.47,447.87
18,506.36,200.0,306.36,132.0
42,1538.5,1020.05,518.45,328.51
40,1501.37,672.08,829.29,311.88
47,5382.3,3565.54,1816.76,1996.49
21,799.79,761.04,38.75,269.24
53,602.09,602.09,0.0,232.61
32,2105.28,1949.46,155.82,1160.62
48,76.54,76.54,0.0,40.24
18,3379.48,2196.5,1182.98,1099.07
38,1591.62,1541.21,50.41,465.91
53,1005.29,908.89,96.4,409.64
27,1088.98,989.28,99.7,300.17
50,1816.65,1558.97,257.68,588.55
57,3724.27,3431.29,292.98,1865.45
21,1180.5,572.86,607.64,160.36
53,1405.99,801.48,604.51,332.67
27,1847.25,973.02,874.23,420.33
48,2119.46,1913.76,205.7,891.03
32,1354.53,1069.22,285.31,289.65
67,560.39,242.86,317.53,113.07
21,15609.52,9368.18,6241.34,3030.18
62,2670.63,2047.4,623.23,1261.08
50,6278.32,5881.38,396.94,1315.25
32,1272.24,979.3,292.94,365.79
38,1430.16,923.57,506.59,227.08
68,7715.09,4538.26,3176.83,1789.14
52,1361.75,1165.08,196.67,270.22
18,479.29,479.29,0.0,172.58
53,613.69,265.9,347.79,195.11
30,3043.45,2075.27,968.18,521.54
21,1508.72,1446.76,61.96,665.34
48,2890.44,1641.38,1249.06,828.66
40,1920.0,1551.84,368.16,417.03
31,4415.07,2739.0,1676.07,816.68
24,702.27,291.81,410.46,80.37
44,1064.01,599.79,464.22,349.13
40,1632.2,980.83,651.37,450.43
38,1524.71,1066.59,458.12,393.17
27,642.65,642.65,0.0,378.55
30,1091.11,618.53,472.58,253.82
41,4093.47,2561.49,1531.98,1053.93
26,794.6,794.6,0.0,458.23
54,5482.85,3854.41,1628.44,868.48
18,1332.01,1220.28,111.73,742.47
47,1961.19,1714.09,247.1,838.17
33,828.49,797.72,30.77,508.16
46,4491.36,3236.72,1254.64,1278.94
35,2822.57,1934.35,888.22,733.41
46,4770.15,3914.07,856.08,1343.36
39,1145.44,1048.14,97.3,729.07
18,1622.97,1622.97,0.0,450.12
26,1679.67,673.63,1006.04,326.23
26,1485.17,496.18,988.99,264.46
23,2021.9,1103.96,917.94,378.53
34,735.32,695.18,40.14,381.03
18,367.64,200.0,167.64,114.67
29,1066.93,757.64,309.29,307.13
63,6253.98,4609.88,1644.1,1401.12
46,4358.66,3105.25,1253.41,1265.56
50,2304.38,1815.23,489.15,800.9
53,888.01,305.61,582.4,148.9
42,1177.7,1067.83,109.87,357.38
69,2543.46,1981.96,561.5,605.51
18,1822.67,1378.64,444.03,789.52
18,5597.54,4958.7,638.84,2085.32
23,395.99,362.98,33.01,24.49
42,649.75,649.75,0.0,256.55
22,806.54,806.54,0.0,321.32
42,2478.08,1727.1,750.98,562.06
31,6685.19,5131.01,1554.18,2245.05
27,1415.5,1091.24,324.26,611.73
67,374.32,200.0,174.32,0.0
24,1109.52,997.86,111.66,363.44
20,5881.06,4439.2,1441.86,1846.66
18,1318.8,1181.33,137.47,278.51
28,1473.45,1201.38,272.07,382.38
53,3839.72,3496.46,343.26,960.18
30,451.74,220.19,231.55,17.74
40,2335.87,1468.36,867.51,899.85
38,752.97,303.37,449.6,66.9
50,554.1,337.98,216.12,123.24
36,622.3,622.3,0.0,319.44
41,3712.56,2412.11,1300.45,825.19
21,979.28,979.28,0.0,411.65
43,3347.89,3119.99,227.9,1043.67
45,329.1,200.0,129.1,8.61
35,3814.05,3647.41,166.64,1219.34
57,523.47,523.47,0.0,39.48
53,259.03,259.03,0.0,0.0
37,4032.22,2441.21,1591.01,1106.42
18,519.99,200.0,319.99,105.01
18,770.99,689.03,81.96,152.14
49,1532.93,1203.66,329.27,563.04
18,493.44,200.0,293.44,120.63
32,936.73,858.86,77.87,251.21
46,2927.85,2266.99,660.86,511.99
49,5626.39,4341.47,1284.92,1506.16
50,1626.58,1626.58,0.0,730.11
18,746.85,200.0,546.85,19.74
26,1747.9,1364.62,383.28,787.66
28,2416.3,2220.03,196.27,1000.75
51,2632.14,2056.3,575.84,539.53
29,1714.6,1137.3,577.3,642.08
18,7463.62,5559.74,1903.88,2387.62
39,1841.05,1245.64,595.41,630.53
48,1715.77,1112.28,603.49,556.94
45,396.64,396.64,0.0,152.73
37,16049.94,10087.82,5962.12,5224.79
66,4362.08,3108.91,1253.17,1264.72
51,3252.86,2287.24,965.62,887.97
24,588.34,551.4,36.94,192.96
65,4575.72,4186.53,389.19,1553.46
47,5575.29,4522.47,1052.82,1679.77
49,2302.53,2261.25,41.28,1220.65
44,4338.04,4112.07,225.97,1356.58
24,1347.72,1155.34,192.38,676.28
43,1017.22,200.0,817.22,133.08
33,4884.54,4321.32,563.22,1851.86
22,921.71,200.0,721.71,29.9
30,5183.35,3718.95,1464.4,1113.41
18,494.82,200.0,294.82,78.67
30,1659.2,1153.4,505.8,298.8
26,1065.78,731.65,334.13,393.08
51,9640.04,6259.56,3380.48,1622.18
18,3102.94,2844.15,258.79,903.32
34,919.17,759.59,159.58,132.2
29,1579.21,1281.8,297.41,691.05
18,1133.98,834.74,299.24,438.69
58,1059.82,1059.82,0.0,368.63
55,676.81,200.0,476.81,89.11
26,1372.9,943.57,429.33,223.4
45,925.62,925.62,0.0,603.48
19,810.27,810.27,0.0,288.36
37,2299.69,1713.21,586.48,914.53
26,551.29,442.41,108.88,51.39
18,1018.8,976.39,42.41,475.14
21,5124.49,3167.23,1957.26,1487.33
61,697.87,394.92,302.95,139.75
43,229.29,200.0,29.29,132.02
18,719.7,719.7,0.0,271.69
33,1756.94,1207.07,549.87,472.83
21,2677.53,1980.78,696.75,969.17
27,1427.66,969.32,458.34,561.68
38,2510.49,2510.49,0.0,1131.22
20,1053.89,757.34,296.55,415.1
18,480.97,200.0,280.97,131.09
20,4428.85,3986.21,442.64,2084.34
38,1274.81,929.22,345.59,239.86
18,2059.24,1553.98,505.26,429.38
18,2193.96,1851.62,342.34,1137.86
34,824.26,698.46,125.8,386.02
51,1412.56,778.16,634.4,158.19
52,3903.24,2417.21,1486.03,1275.3
22,2681.46,2578.82,102.64,1011.16
68,3343.26,2171.94,1171.32,956.7
35,3044.63,3044.63,0.0,685.5
54,2049.43,2036.6,12.83,949.36
48,4377.02,3245.84,1131.18,1024.59
18,196.25,196.25,0.0,0.0
60,548.7,459.29,89.41,215.38
35,1766.4,802.72,963.68,284.41
21,3105.74,2192.16,913.58,649.92
23,914.25,853.79,60.46,447.15
31,4314.89,2807.18,1507.71,624.57
40,561.5,275.41,286.09,141.18
57,619.22,373.23,245.99,131.01
25,8290.51,5837.44,2453.07,2493.12
39,1010.44,797.34,213.1,429.26
39,3078.57,2739.42,339.15,1422.85
38,779.08,509.43,269.65,118.35
41,8514.85,6622.93,1891.92,1595.91
56,2515.67,1875.69,639.98,442.38
37,407.32,200.0,207.32,95.69
33,699.86,699.86,0.0,128.87
18,3761.25,2097.12,1664.13,630.09
18,1864.9,1045.72,819.18,566.6
45,2888.42,735.58,2152.84,435.04
39,1180.96,1094.46,86.5,523.12
38,466.41,449.38,17.03,275.78
18,3963.8,2522.62,1441.18,1302.68
18,3615.83,2824.13,791.7,1590.26
52,1420.42,1031.35,389.07,500.87
26,1010.51,1010.51,0.0,367.2
63,3869.2,2548.66,1320.54,1379.67
45,1203.69,1157.28,46.41,557.24
27,1457.59,1131.86,325.73,229.53
41,550.83,550.83,0.0,379.83
48,951.44,894.53,56.91,219.33
18,1816.58,1498.0,318.58,784.8
18,3787.61,2285.59,1502.02,595.6
37,3016.86,2304.3,712.56,1042.43
27,1519.33,1286.51,232.82,425.11
30,900.65,898.5,2.15,59.97
18,1085.08,980.86,104.22,259.0
24,2169.15,1501.74,667.41,651.25
23,790.21,332.28,457.93,156.24
33,3740.93,2981.95,758.98,666.7
31,1035.23,200.0,835.23,161.65
38,1405.22,1405.22,0.0,632.44
36,549.18,200.0,349.18,200.0
41,1149.9,1149.9,0.0,356.07
44,5697.82,3668.03,2029.79,1074.03
66,2670.42,2007.13,663.29,838.82
18,2669.62,1799.73,869.89,952.34
46,4977.24,3991.57,985.67,2268.15
18,4248.61,2983.02,1265.59,632.74
52,1768.99,1398.18,370.81,716.57
41,1589.31,876.33,712.98,281.99
34,541.76,404.59,137.17,130.2
18,1715.88,770.71,945.17,289.94
20,1293.87,541.88,751.99,116.98
19,327.31,327.31,0.0,256.34
32,852.19,246.42,605.77,155.46
33,524.91,200.0,324.91,112.64
42,2692.21,1859.94,832.27,788.73
18,1800.79,1059.86,740.93,334.07
37,1980.85,1134.22,846.63,317.92
42,1792.84,1084.76,708.08,213.19
36,1746.44,1221.55,524.89,578.8
47,707.92,200.0,507.92,30.18
23,2320.25,1614.94,705.31,415.86
75,8349.99,5838.27,2511.72,1461.93
44,1700.73,967.54,733.19,491.95
60,3775.38,2467.97,1307.41,1408.81
54,1124.35,1122.52,1.83,618.14
45,5820.43,3924.11,1896.32,1543.36
46,1741.62,1338.29,403.33,579.71
42,1057.88,588.24,469.64,203.81
47,4304.62,3633.41,671.21,1423.84
27,2241.46,1651.46,590.0,678.45
25,767.1,200.0,567.1,37.41
39,1546.16,1546.16,0.0,469.02
18,2008.77,1652.34,356.43,519.89
33,933.63,711.33,222.3,153.22
46,1947.98,974.08,973.9,612.21
57,1592.82,775.13,817.69,288.47
39,408.49,200.0,208.49,77.28
18,1755.49,1460.24,295.25,738.51
52,1585.28,1415.2,170.08,861.15
58,2784.28,2520.0,264.28,1200.92
21,342.86,200.0,142.86,63.34
38,1232.0,1125.21,106.79,505.85
31,2011.8,2011.8,0.0,988.14
25,3042.77,1798.32,1244.45,782.69
41,3583.21,3235.05,348.16,1264.74
29,1142.27,747.66,394.61,299.71
26,3183.36,2025.99,1157.37,542.54
18,1536.37,689.36,847.01,219.06
26,1708.45,1206.51,501.94,603.99
36,1250.65,602.73,647.92,85.47
24,459.27,295.09,164.18,131.9
28,2311.48,1116.46,1195.02,493.27
25,1587.08,1238.69,348.39,537.79
26,809.95,517.4,292.55,80.27
62,2489.58,1754.68,734.9,1043.88
34,1189.52,1189.52,0.0,448.76
75,649.21,649.21,0.0,230.8
46,8857.58,7166.79,1690.79,4179.6
53,427.63,427.63,0.0,134.92
18,3998.18,3413.72,584.46,1313.29
19,1068.39,1068.39,0.0,194.67
33,666.24,200.0,466.24,62.29
37,1470.76,1180.74,290.02,489.87
18,1075.4,209.21,866.19,45.78
19,1821.9,1444.21,377.69,767.08
46,3538.18,2294.91,1243.27,869.21
18,720.63,720.63,0.0,298.75
24,861.25,861.25,0.0,201.7
57,1067.12,790.5,276.62,403.07
18,1343.29,670.77,672.52,108.01
44,1824.84,1187.41,637.43,565.57
34,601.28,601.28,0.0,158.7
62,2780.91,1371.6,1409.31,803.44
53,2750.37,1949.52,800.85,989.42
50,2092.89,1087.67,1005.22,339.26
46,2709.73,819.59,1890.14,375.61
37,3944.12,3595.34,348.78,986.76
33,8485.68,7820.93,664.75,3560.6
51,1169.51,515.73,653.78,120.26
31,461.29,461.29,0.0,119.69
39,2300.91,2016.16,284.75,689.91
42,1132.69,576.49,556.2,176.79
18,419.63,419.63,0.0,191.98
34,2677.6,2677.6,0.0,1357.22
38,1836.11,1095.22,740.89,668.86
52,13375.78,9365.15,4010.63,2650.9
18,400.75,400.75,0.0,65.25
24,3662.14,2615.36,1046.78,1257.8
18,2889.85,2648.87,240.98,1353.86
34,1098.26,572.47,525.79,300.29
45,1755.37,1471.49,283.88,812.7
34,974.99,974.99,0.0,299.96
36,1066.66,1066.66,0.0,589.86
26,773.76,270.23,503.53,101.31
56,2922.06,2456.28,465.78,1136.33
43,2720.17,2186.19,533.98,1162.25
26,144.77,144.77,0.0,33.07
46,3115.84,2170.09,945.75,705.2
42,1668.83,1414.65,254.18,549.35
18,3078.4,2584.25,494.15,1501.77
23,3303.02,2199.74,1103.28,647.57
20,2037.21,1497.66,539.55,327.53
19,1174.54,1118.0,56.54,550.84
37,1101.68,603.23,498.45,339.92
40,1723.16,956.32,766.84,255.77
18,2467.29,737.76,1729.53,119.84
48,503.06,311.26,191.8,105.37
47,610.16,467.57,142.59,203.35
53,2001.28,1421.94,579.34,405.49
18,1891.26,1891.26,0.0,808.28
44,1426.29,1219.78,206.51,671.26
20,1287.7,355.89,931.81,178.3
18,837.43,572.89,264.54,224.83
53,792.23,792.23,0.0,206.3
30,341.23,296.88,44.35,54.84
25,1621.89,1621.89,0.0,676.9
69,513.86,513.86,0.0,184.4
43,1898.23,1898.23,0.0,862.8
41,2640.43,2013.54,626.89,1119.47
37,1400.89,1400.89,0.0,320.01
65,3069.74,2751.65,318.09,682.07
34,3176.35,2154.35,1022.0,652.16
39,3032.78,1845.85,1186.93,388.75
57,1082.37,217.8,864.57,79.33
38,833.37,505.97,327.4,342.56
55,3574.66,2708.46,866.2,727.99
32,4376.24,2503.4,1872.84,901.64
21,641.27,470.8,170.47,173.73
35,1467.36,1003.84,463.52,521.24
47,1705.15,743.75,961.4,145.56
29,8163.53,6841.32,1322.21,3455.38
19,1492.91,1276.45,216.46,302.47
53,2365.59,1661.27,704.32,564.24
20,2617.18,2105.41,511.77,955.36
45,684.9,684.9,0.0,242.31
19,2145.85,1443.56,702.29,699.37
43,3167.36,2783.89,383.47,1178.85
43,1560.36,716.39,843.97,139.96
38,1812.9,1812.9,0.0,1123.99
50,1159.31,785.36,373.95,83.68
43,4795.52,3539.22,1256.3,1320.78
26,1411.39,860.55,550.84,407.81
36,2250.54,2034.3,216.24,940.92
18,2349.31,1402.41,946.9,718.0
18,1373.11,806.42,566.69,434.18
62,2111.65,1754.71,356.94,905.72
24,1570.14,662.01,908.13,382.61
43,1023.18,993.91,29.27,409.9
39,1555.46,1048.93,506.53,306.34
40,807.99,720.1,87.89,325.69
21,1389.55,1389.55,0.0,575.72
30,1621.46,663.3,958.16,362.85
