
, , P-Label, Demand ----------------------, , Forecast, 1830, 1830, 2035, 2035, 7730, , From page 4 of FIR for Year 15., De la página 4 de FIR para el Año 15., , , , , , , , , 
, , , , , Actual, 1830, 1830, 2035, 2035, 7730, , , , , , , , , , , , 
, , , Pairs Offered, , , 2170, 2170, 2720, 2150, 9210, , Private-label pairs offered was higher than actual private-label demand by 16.1%., Los pares de marcas privadas ofrecidos fueron superiores a la demanda real en un 16.1%., , , , , , , , , 
, , , Pairs Sold, , , 1830, 1830, 1988, 2035, 7683, , , , , , , , , , , , 
, , , , , , N.A., E-A, A-P, L.A., Total, , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, Demand, , Branded Demand --------, , Year +1, 17073, 15097, 14321, 14208, 60699, , Global demand for Y11-Y15 is expected to grow by 7%-9% annually, slowing to 5%-7% during Y16-Y20.  The projected growth rates are not the same for all regions, as shown in the table on page 5 of the Player's Guide.  Actual demand growth may vary from the forecast due to stronger or weaker competitive efforts on the part of rival companies., Se espera que la demanda para los años 11-15 crezca entre un 7%-9% anual y entre un 5%-7% durante los años 16-20. El crecimiento no es el mismo en todas las regiones (consulte la página 6 de la Guía del jugador). El crecimiento real puede diferir del pronóstico debido a esfuerzos competitivos más fuertes o más débiles por parte de las empresas., , , , , , , , , 
,   Forecast, , , , Year +2, 17756, 15702, 15469, 15347, 64274, , , , , , , , , , , , 
, , , , , Year +3, 18464, 16328, 16708, 16577, 68077, , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , P-Label Demand --------, , Year +1, 1995, 1995, 2260, 2260, 8510, , , , , , , , , , , , 
, , , , , Year +2, 2175, 2175, 2510, 2510, 9370, , , , , , , , , , , , 
, , , , , Year +3, 2370, 2370, 2785, 2785, 10310, , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, Supply / Demand, , Potential ----, Beginning Inventory, , 27742, , , , , , Potential global supply (at max OT) in the upcoming year is 46.7% greater than projected global demand.  Such excess production capability will result in FIERCE competition for the next several years.  Companies with underutilized production capability are advised to sell unneeded production equipment., La oferta global potencial (en horas extras máximas) es un 46.7% mayor que la demanda proyectada. Este exceso de capacidad de producción resultará en una competencia FEROZ. Se recomienda a las empresas con capacidad de producción infrautilizada que vendan equipos de producción innecesarios., , , , , , , , , 
,   Analysis, ,   Supply, Potential Production, , 73800, , , , , , , , , , , , , , , , 
, , , ,   Potential Supply, , 101542, , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , Potential ----, Branded Demand For, , 60699, , , , , , , , , , , , , , , , 
, , ,   Demand, Private-Label Forcast, , 8510, , , , , , , , , , , , , , , , 
, , , ,   Potential Demand, , 69209, , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , A, B, C, D, E, F, G, H, I, J, K, L, Total, , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, Facility, , Current Facility ------------, , N.A., 5000, 8000, 7000, 8000, 8000, 0, 0, 0, 0, 0, 0, 0, 36000, , , , 
,   Space, ,   Space, , E-A, 0, 0, 0, 0, 6000, 0, 0, 0, 0, 0, 0, 0, 6000, , , , 
, , , , , A-P, 6000, 10000, 8000, 10000, 10000, 0, 0, 0, 0, 0, 0, 0, 44000, , , , 
, , , , , L.A., 4000, 3000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7000, , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , New Space ----------------, , N.A., 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , 
, , ,   Added, , E-A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , 
, , , , , A-P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , 
, , , , , L.A., 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , Total Space Next Year, , , 15000, 21000, 15000, 18000, 24000, 0, 0, 0, 0, 0, 0, 0, 93000, , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, Production, , Current -----------------------, , N.A., 3500, 7750, 7000, 2500, 2000, 0, 0, 0, 0, 0, 0, 0, 22750, , , , 
,   Equipment, ,   Production, , E-A, 0, 0, 0, 0, 2000, 0, 0, 0, 0, 0, 0, 0, 2000, , , , 
, , ,   Equipment, , A-P, 6000, 8750, 8000, 4000, 3000, 0, 0, 0, 0, 0, 0, 0, 29750, , , , 
, , , , , L.A., 4000, 3000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7000, , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , Total, 13500, 19500, 15000, 6500, 7000, 0, 0, 0, 0, 0, 0, 0, 61500, , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , A, B, C, D, E, F, G, H, I, J, K, L, Avg, , , , 
, , , , , , , , , , , , , , , , , , , , , , 
PAGE 5, Income, , Net Rev ------, Wholesale, , 605563, 737801, 595637, 387312, 474869, 0, 0, 0, 0, 0, 0, 0, 560236, , , , 
,   Statement, , , Internet, , 228753, 263885, 260962, 187769, 171385, 0, 0, 0, 0, 0, 0, 0, 222551, , , , 
,   Data, , , Private-Label, , 101473, 95378, 0, 79923, 58348, 0, 0, 0, 0, 0, 0, 0, 67024, , , , 
, , , ,   Total, , 952976, 1097064, 856599, 655004, 704602, 0, 0, 0, 0, 0, 0, 0, 853249, , , , 
, , , Cost of Pairs Sold, , , 438120, 457426, 368841, 278827, 358679, 0, 0, 0, 0, 0, 0, 0, 380379, , , , 
, , , Whse Expenses, , , 76461, 80811, 85047, 60054, 69826, 0, 0, 0, 0, 0, 0, 0, 74440, , , , 
, , , Marketing Expenses, , , 212170, 276323, 190908, 201073, 178911, 0, 0, 0, 0, 0, 0, 0, 211877, , , , 
, , , Admin Expenses, , , 26220, 29970, 25968, 17471, 15970, 0, 0, 0, 0, 0, 0, 0, 23120, , , , 
, , , Operating Profit, , , 200005, 252534, 185835, 97579, 81216, 0, 0, 0, 0, 0, 0, 0, 163434, , , , 
, , , Interest Exp (Inc), , , 4699, 29788, 6410, 35083, 64628, 0, 0, 0, 0, 0, 0, 0, 28122, , , , 
, , , Income Taxes, , , 58292, 66824, 53828, 18749, 4976, 0, 0, 0, 0, 0, 0, 0, 40534, , , , 
, , , Net Profit, , , 136014, 155922, 125597, 43747, 11612, 0, 0, 0, 0, 0, 0, 0, 94578, , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, Selected, , Assets -------, Cash On Hand, , 146, 0, 0, 0, 92304, 0, 0, 0, 0, 0, 0, 0, 18490, , , , 
,   Balance, , , Current Assets, , 261282, 347548, 262395, 339828, 492812, 0, 0, 0, 0, 0, 0, 0, 340773, , , , 
,   Sheet, , , Fixed Assets, , 484371, 632995, 521544, 362272, 427630, 0, 0, 0, 0, 0, 0, 0, 485762, , , , 
,   Data, , , Total Assets, , 745653, 980543, 783939, 702100, 920442, 0, 0, 0, 0, 0, 0, 0, 826535, , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , Liabilities ------, Current Liabilities, , 35699, 189293, 91158, 148404.4, 110342, 0, 0, 0, 0, 0, 0, 0, 114979, , , , 
, , , , Long-Term Loans, , 0, 455900, 19800, 261503.6, 464000, 0, 0, 0, 0, 0, 0, 0, 240241, , , , 
, , , , Total Liabilities, , 35699, 645193, 110958, 409908, 574342, 0, 0, 0, 0, 0, 0, 0, 355220, , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , Equity ------, Beginning Equity, , 648140, 313565, 574374, 395448, 354488, 0, 0, 0, 0, 0, 0, 0, 457203, , , , 
, , , , Stock Sale (Purch), , -74200, -119152, -7290, -60718, 0, 0, 0, 0, 0, 0, 0, 0, -52272, , , , 
, , , , Earnings Retained, , 136014, 140937, 105897, -42538, -8388, 0, 0, 0, 0, 0, 0, 0, 66384, , , , 
, , , , Ending Equity, , 709954, 335350, 672981, 292192, 346100, 0, 0, 0, 0, 0, 0, 0, 471315, , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, Selected, , Gross Profit Margin, , , 0.54, 0.583, 0.569, 0.574, 0.491, 0, 0, 0, 0, 0, 0, 0, 0.554, , , , 
,   Financial, , Oper Profit Margin, , , 0.21, 0.23, 0.217, 0.149, 0.115, 0, 0, 0, 0, 0, 0, 0, 0.192, , , , 
,   Statistics, , Net Profit margin, , , 0.143, 0.142, 0.147, 0.067, 0.016, 0, 0, 0, 0, 0, 0, 0, 0.111, , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , Dividend Per Share, , , 0, 0.9, 1, 5, 1, 0, 0, 0, 0, 0, 0, 0, 1.58, , , , 
, , , Total Div Payment, , , 0, 14985, 19700, 86285, 20000, 0, 0, 0, 0, 0, 0, 0, 28194, , , , 
, , , Div Payout %, , , 0, 0.096, 0.157, 1.969, 1.724, 0, 0, 0, 0, 0, 0, 0, 0.789, , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , Int Coverage Ratio, , , 42.56, 8.48, 28.99, 2.78, 1.26, 0, 0, 0, 0, 0, 0, 0, 16.81, , , , 
, , , Debt to Assets Ratio, , , 0.05, 0.66, 0.14, 0.58, 0.62, 0, 0, 0, 0, 0, 0, 0, 0.41, , , , 
, , , Default Risk Ratio, , , 17.59, 2.86, 2.66, 0.98, 0.41, 0, 0, 0, 0, 0, 0, 0, 4.9, , , , 
, , , Risk of Default, , , 3, 2, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , Current Ratio, , , 7.32, 1.84, 2.88, 2.29, 4.47, 0, 0, 0, 0, 0, 0, 0, 3.76, , , , 
, , , Days of Inventory, , , 89, 128, 114, 348, 307, 0, 0, 0, 0, 0, 0, 0, 197, , , , 
, , , Shares Outstanding, , , 18925, 16650, 19700, 17257, 20000, 0, 0, 0, 0, 0, 0, 0, 18506, , , , 
, , , Cumulative Shares of Stock, , , 117100, 112000, 119050, 116757, 120000, 0, 0, 0, 0, 0, 0, 0, 116981, , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , Industry, , , 
, , , , , , 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Low, Average, High, , 
, , , , , , , , , , , , , , , , , , , , , , 
PAGE 6, North America, , % of New Production Equipment, , , , , 1, , , , , , , , , , 0.6, 0.92, 1, , 
,   Facilities, , , , , , , , , , , , , , , , , , , , , 
,   Benchmarks, , Labor --------, Total Compensation, , , , 39091, , , , , , , , , , 37591, 41575, 54342, , 
, , , , Worker Productivity, , , , 4929, , , , , , , , , , 3897, 4761, 5074, , 
, , , , Labor Cost Per Pair, , , , 7.93, , , , , , , , , , 7.93, 9.07, 11.25, , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , Superviorys Comp, , , , 63691, , , , , , , , , , 63691, 67771, 71623, , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , Branded -----, Superior Materials %, , , , 0.32, , , , , , , , , , 0.3, 0.46, 0.6, , 
, , ,   Prod, TQM ---------, Current, , , 0, , , , , , , , , , 0, 1.02, 3.6, , 
, , , , , Cumulative, , , 29220, , , , , , , , , , 27150, 51534, 93493, , 
, , , , $ Per Pair Produced, , , , 23.24, , , , , , , , , , 23.24, 29.21, 36.99, , 
, , , , Reject Rate, , , , 0.066, , , , , , , , , , 0.019, 0.081, 0.131, , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , Cost Per S/Q Star, , , , , 6.64, , , , , , , , , , 4.43, 5.76, 7.87, , 
, , , , , , , , , , , , , , , , , , , , , , 
, , Show LAH Data (0=none, 1=avg, 2=all), , , , , , , , , , , , , , , , 2, , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, Europe-Africa, , % of New Production Equipment, , , , , 0, , , , , , , , , , 1, 1, 1, , 
,   Facilities, , , , , , , , , , , , , , , , , , , , , 
,   Benchmarks, , Labor --------, Total Compensation, , , , 0, , , , , , , , , , 21440, 21440, 21440, , 
, , , , Worker Productivity, , , , 0, , , , , , , , , , 3150, 3150, 3150, , 
, , , , Labor Cost Per Pair, , , , 0, , , , , , , , , , 6.86, 6.86, 6.86, , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , Superviorys Comp, , , , 0, , , , , , , , , , 37837, 37837, 37837, , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , Branded -----, Superior Materials %, , , , 0, , , , , , , , , , 0.3, 0.3, 0.3, , 
, , ,   Prod, TQM ---------, Current, , , 0, , , , , , , , , , 0.3, 0.3, 0.3, , 
, , , , , Cumulative, , , 0, , , , , , , , , , 10270, 10270, 10270, , 
, , , , $ Per Pair Produced, , , , 0, , , , , , , , , , 26.23, 26.23, 26.23, , 
, , , , Reject Rate, , , , 0, , , , , , , , , , 0.085, 0.085, 0.085, , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , Cost Per S/Q Star, , , , , 0, , , , , , , , , , 5.83, 5.83, 5.83, , 
, , , , , , , , , , , , , , , , , , , , , , 
, , Show LAH Data (0=none, 1=avg, 2=all), , , , , , , , , , , , , , , , 0, , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, Asia-Pacific, , % of New Production Equipment, , , , , 1, , , , , , , , , , 0.5, 0.9, 1, , 
,   Facilities, , , , , , , , , , , , , , , , , , , , , 
,   Benchmarks, , Labor --------, Total Compensation, , , , 14363, , , , , , , , , , 13343, 16507, 26510, , 
, , , , Worker Productivity, , , , 4009, , , , , , , , , , 3061, 3824, 4162, , 
, , , , Labor Cost Per Pair, , , , 3.58, , , , , , , , , , 3.58, 4.42, 6.62, , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , Superviorys Comp, , , , 26801, , , , , , , , , , 26539, 29326, 33902, , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , Branded -----, Superior Materials %, , , , 0.38, , , , , , , , , , 0.2, 0.42, 0.54, , 
, , ,   Prod, TQM ---------, Current, , , 0, , , , , , , , , , 0, 1.01, 3.8, , 
, , , , , Cumulative, , , 39480, , , , , , , , , , 26929, 70578, 146880, , 
, , , , $ Per Pair Produced, , , , 18.6, , , , , , , , , , 18.6, 22.86, 28.53, , 
, , , , Reject Rate, , , , 0.065, , , , , , , , , , 0.019, 0.08, 0.134, , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , Cost Per S/Q Star, , , , , 4.77, , , , , , , , , , 3.46, 4.59, 7.13, , 
, , , , , , , , , , , , , , , , , , , , , , 
, , Show LAH Data (0=none, 1=avg, 2=all), , , , , , , , , , , , , , , , 2, , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, Latin America, , % of New Production Equipment, , , , , 0, , , , , , , , , , 1, 1, 1, , 
,   Facilities, , , , , , , , , , , , , , , , , , , , , 
,   Benchmarks, , Labor --------, Total Compensation, , , , 0, , , , , , , , , , 12738, 19521, 26304, , 
, , , , Worker Productivity, , , , 0, , , , , , , , , , 3697, 3919, 4141, , 
, , , , Labor Cost Per Pair, , , , 0, , , , , , , , , , 3.44, 5.02, 6.6, , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , Superviorys Comp, , , , 0, , , , , , , , , , 26539, 27483, 28427, , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , Branded -----, Superior Materials %, , , , 0, , , , , , , , , , 0.44, 0.47, 0.5, , 
, , ,   Prod, TQM ---------, Current, , , 0, , , , , , , , , , 0, 1.85, 3.7, , 
, , , , , Cumulative, , , 0, , , , , , , , , , 0, 31320, 62640, , 
, , , , $ Per Pair Produced, , , , 0, , , , , , , , , , 25.82, 26.27, 26.71, , 
, , , , Reject Rate, , , , 0, , , , , , , , , , 0.02, 0.07, 0.119, , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , Cost Per S/Q Star, , , , , 0, , , , , , , , , , 4.23, 5.73, 7.22, , 
, , , , , , , , , , , , , , , , , , , , , , 
, , Show LAH Data (0=none, 1=avg, 2=all), , , , , , , , , , , , , , , , 1, , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , Industry, , , 
, Branded Operating Benchmarks, , , , , , , 3, , , , , , , , , , Low, Average, High, , 
, , , , , , , , , , , , , , , , , , , , , , 
PAGE 7, North America, , Cost Per Pair Sold, , , , , 24.75, , , , , , , , , , 24.75, 29.77, 35.74, , 
, , , Dist & Whse Costs / Pair Avail, , , , , 5.32, , , , , , , , , , 3.79, 4.85, 5.42, , 
, , , Internet ------, Warehouse Exp, , , , 13.07, , , , , , , , , , 12.89, 13.53, 14.27, , 
, , , , Marketing Expenses, , , , 21.49, , , , , , , , , , 14.75, 25.95, 47.31, , 
, , , , Operating Profit, , , , 18.87, , , , , , , , , , 14.57, 20.75, 27.46, , 
, , , , Operating Profit Margin, , , , 0.236, , , , , , , , , , 0.136, 0.228, 0.292, , 
, , , Whsle ---------, Warehouse Exp, , , , 3.81, , , , , , , , , , 3.53, 4.41, 5.29, , 
, , , , Marketing Expenses, , , , 11.02, , , , , , , , , , 11.02, 18.03, 20.47, , 
, , , , Operating Profit, , , , 11.6, , , , , , , , , , -1.19, 8.68, 14.09, , 
, , , , Operating Profit Margin, , , , 0.219, , , , , , , , , , -0.02, 0.138, 0.219, , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, Europe-Africa, , Cost Per Pair Sold, , , , , 26.5, , , , , , , , , , 26.5, 31.42, 33.48, , 
, , , Dist & Whse Costs / Pair Avail, , , , , 10.13, , , , , , , , , , 4.17, 8.14, 11.18, , 
, , , Internet ------, Warehouse Exp, , , , 13.11, , , , , , , , , , 13, 13.6, 14.9, , 
, , , , Marketing Expenses, , , , 27.87, , , , , , , , , , 16.77, 27.46, 48.17, , 
, , , , Operating Profit, , , , 14.54, , , , , , , , , , 8.48, 18.14, 25.67, , 
, , , , Operating Profit Margin, , , , 0.173, , , , , , , , , , 0.079, 0.2, 0.278, , 
, , , Whsle ---------, Warehouse Exp, , , , 4.01, , , , , , , , , , 3.86, 4.56, 6.04, , 
, , , , Marketing Expenses, , , , 12.16, , , , , , , , , , 12.16, 17.21, 20.95, , 
, , , , Operating Profit, , , , 13.41, , , , , , , , , , 0.57, 7.79, 13.41, , 
, , , , Operating Profit Margin, , , , 0.232, , , , , , , , , , 0.01, 0.125, 0.232, , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, Asia-Pacific, , Cost Per Pair Sold, , , , , 20.01, , , , , , , , , , 20.01, 22.95, 26, , 
, , , Dist & Whse Costs / Pair Avail, , , , , 4.85, , , , , , , , , , 4.2, 5.07, 5.97, , 
, , , Internet ------, Warehouse Exp, , , , 13.05, , , , , , , , , , 12.95, 13.57, 14.47, , 
, , , , Marketing Expenses, , , , 23.19, , , , , , , , , , 17.43, 28.87, 51.17, , 
, , , , Operating Profit, , , , 17.66, , , , , , , , , , 12.47, 21.4, 27.63, , 
, , , , Operating Profit Margin, , , , 0.233, , , , , , , , , , 0.121, 0.245, 0.326, , 
, , , Whsle ---------, Warehouse Exp, , , , 3.81, , , , , , , , , , 3.81, 4.59, 5.8, , 
, , , , Marketing Expenses, , , , 10.32, , , , , , , , , , 10.32, 16.87, 21.49, , 
, , , , Operating Profit, , , , 13.86, , , , , , , , , , 10.24, 12.97, 17.42, , 
, , , , Operating Profit Margin, , , , 0.278, , , , , , , , , , 0.174, 0.22, 0.278, , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, Latin America, , Cost Per Pair Sold, , , , , 35.53, , , , , , , , , , 26.73, 32.99, 36.27, , 
, , , Dist & Whse Costs / Pair Avail, , , , , 15.15, , , , , , , , , , 5.33, 9.96, 15.15, , 
, , , Internet ------, Warehouse Exp, , , , 13.02, , , , , , , , , , 12.87, 13.47, 14.38, , 
, , , , Marketing Expenses, , , , 17.87, , , , , , , , , , 17.87, 24.62, 42.03, , 
, , , , Operating Profit, , , , 16.08, , , , , , , , , , 11.95, 20.97, 32.68, , 
, , , , Operating Profit Margin, , , , 0.191, , , , , , , , , , 0.114, 0.225, 0.35, , 
, , , Whsle ---------, Warehouse Exp, , , , 4, , , , , , , , , , 3.76, 4.47, 5.48, , 
, , , , Marketing Expenses, , , , 8.57, , , , , , , , , , 8.57, 15.38, 18.56, , 
, , , , Operating Profit, , , , 7.62, , , , , , , , , , 2.54, 9.03, 17.72, , 
, , , , Operating Profit Margin, , , , 0.132, , , , , , , , , , 0.039, 0.141, 0.273, , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, Private-Label Operating Benchmarks, , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, North America, , Cost Per Pair Sold, , , , , 0, , , , , , , , , , 27.93, 30.63, 32.26, , 
, , , Warehouse Exp, , , , , 0, , , , , , , , , , 1, 1.08, 0.83, , 
, , , Margin Over Direct, , , , , 0, , , , , , , , , , -10.24, 8.76, 16.92, , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, Europe-Africa, , Cost Per Pair Sold, , , , , 0, , , , , , , , , , 28.5, 31.38, 34.97, , 
, , , Warehouse Exp, , , , , 0, , , , , , , , , , 1, 1.08, 0.83, , 
, , , Margin Over Direct, , , , , 0, , , , , , , , , , 10.79, 13.96, 18.41, , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, Asia-Pacific, , Cost Per Pair Sold, , , , , 0, , , , , , , , , , 21.78, 23.77, 25.38, , 
, , , Warehouse Exp, , , , , 0, , , , , , , , , , 1, 1.1, 0.63, , 
, , , Margin Over Direct, , , , , 0, , , , , , , , , , 19.46, 19.97, 20.92, , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, Latin America, , Cost Per Pair Sold, , , , , 0, , , , , , , , , , 24.3, 29.19, 36.38, , 
, , , Warehouse Exp, , , , , 0, , , , , , , , , , 1, 1.05, 0.6, , 
, , , Margin Over Direct, , , , , 0, , , , , , , , , , 10.24, 14.57, 17.21, , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , Celebrity, Holder, Most Recent Contract Offers, , , , , , , , , , , , , , 
, , , , , , Name, Co#, # Offers, High, Co#, 2nd, Co#, 3rd, Co#, , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
PAGE 8, Celebrity, , Status and ------------------, , Celeb 1, Mike Trout, 2, 2, 5000, 2, 3000, 3, 0, 0, , , , , , , , 
,   Data, ,   Offers, , Celeb 2, Cristiano Ronaldo, 2, 2, 6000, 2, 3000, 3, 0, 0, , , , , , , , 
, , , , , Celeb 3, Lionel Messi, 1, 3, 6000, 1, 3000, 3, 3000, 2, , , , , , , , 
, , , , , Celeb 4, LeBron James, 3, 2, 5000, 3, 2000, 2, 0, 0, , , , , , , , 
, , , , , Celeb 5, Stephen Curry, 1, 3, 6000, 1, 5000, 3, 3000, 2, , , , , , , , 
, , , , , Celeb 6, Erling Haaland, 5, 4, 6000, 5, 3000, 4, 2000, 3, , , , , , , , 
, , , , , Celeb 7, Vinicius Junior, 5, 4, 6000, 5, 3100, 4, 2000, 3, , , , , , , , 
, , , , , Celeb 8, Jay XYZ, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , , , 
, , , , , Celeb 9, Nunchuck Norris, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , , , 
, , , , , Celeb 10, Roger Federation, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , , , 
, , , , , Celeb 11, Nick Shavan, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , , , 
, , , , , Celeb 12, Anderson Blooper, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , , , 
, , , , , Celeb 13, Mic Jagermeister, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , , , 
, , , , , Celeb 14, Jim Hardball, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , , , 
, , , , , Celeb 15, LaBron Game, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , , , 
, , , , , Celeb 16, Flint Westwood, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , A, B, C, D, E, F, G, H, I, J, K, L, Avg, , , , 
, , , , , , , , , , , , , , , , , , , , , , 
