ID_Ventas,Fecha_de_Ventas,product_id,cantidad_vendida,actual_price,descuento_porcentaje,precio_descontado,total_ventas,ID_Cliente
1826,2023-03-08,1037,2,561.23,14.41,480.36,960.71,3554
1827,2023-03-08,1060,6,896.25,15.61,756.35,4538.07,5206
1828,2023-03-08,1040,6,322.23,11.2,286.14,1716.84,3415
1829,2023-03-08,1064,10,483.58,15.01,410.99,4109.95,3134
1830,2023-03-08,1005,5,217.83,12.53,190.54,952.68,6273
1831,2023-03-08,1056,6,168.71,21.32,132.74,796.45,2799
1832,2023-03-08,1072,2,928.81,21.67,727.54,1455.07,3600
1833,2023-03-08,1025,3,571.65,16.78,475.73,1427.18,4315
1834,2023-03-08,1017,7,638.97,16.12,535.97,3751.78,2245
1835,2023-03-08,1029,1,731.48,17.41,604.13,604.13,235
1836,2023-03-08,1020,10,382.89,16.06,321.4,3213.98,1246
1837,2023-03-08,1018,9,794.15,7.73,732.76,6594.86,5447
1838,2023-03-08,1065,3,50.35,20.54,40.01,120.02,6585
1839,2023-03-08,1017,2,638.97,15.11,542.42,1084.84,5312
1840,2023-03-08,1013,3,456.05,20.71,361.6,1084.81,2854
1841,2023-03-08,1036,2,811.63,16.81,675.19,1350.39,8109
1842,2023-03-09,1040,9,322.23,13.5,278.73,2508.56,5229
1843,2023-03-09,1013,5,456.05,17.08,378.16,1890.78,835
1844,2023-03-09,1036,4,811.63,15.84,683.07,2732.27,625
1845,2023-03-09,1040,10,322.23,14.36,275.96,2759.58,4622
1846,2023-03-09,1020,3,382.89,20.11,305.89,917.67,5433
1847,2023-03-09,1003,9,869.53,21.67,681.1,6129.93,6668
1848,2023-03-09,1027,9,620.47,13.77,535.03,4815.28,4459
1849,2023-03-09,1015,3,571.42,23.78,435.54,1306.61,838
1850,2023-03-09,1047,5,364.95,13.16,316.92,1584.61,1265
1851,2023-03-09,1006,8,987.11,13.48,854.05,6832.38,7304
1852,2023-03-09,1061,9,472.51,7.77,435.8,3922.16,4993
1853,2023-03-09,1018,7,794.15,5.4,751.27,5258.86,1355
1854,2023-03-09,1001,7,409.1,24.96,306.99,2148.92,31
1855,2023-03-09,1017,10,638.97,15.41,540.5,5405.05,1322
1856,2023-03-09,1040,3,322.23,8.75,294.03,882.1,292
1857,2023-03-09,1034,5,161.06,22.42,124.95,624.75,6122
1858,2023-03-09,1064,5,483.58,18.87,392.33,1961.64,6092
1859,2023-03-09,1035,8,905.13,21.99,706.09,5648.74,4072
1860,2023-03-09,1053,2,904.23,7.14,839.67,1679.34,1763
1861,2023-03-09,1036,7,811.63,24.04,616.51,4315.6,4163
1862,2023-03-09,1018,2,794.15,15.09,674.31,1348.63,5088
1863,2023-03-09,1015,10,571.42,13.69,493.19,4931.93,3466
1864,2023-03-09,1033,5,639.96,15.45,541.09,2705.43,8300
1865,2023-03-09,1006,4,987.11,16.55,823.74,3294.97,4047
1866,2023-03-09,1015,6,571.42,11.45,505.99,3035.95,5400
1867,2023-03-09,1052,6,388.58,10.65,347.2,2083.18,5565
1868,2023-03-09,1015,2,571.42,6.79,532.62,1065.24,856
1869,2023-03-10,1071,9,360.99,23.22,277.17,2494.51,8183
1870,2023-03-10,1004,1,548.03,16.12,459.69,459.69,786
1871,2023-03-10,1038,5,537.23,8.69,490.54,2452.72,5270
1872,2023-03-10,1006,3,987.11,15.4,835.1,2505.29,3375
1873,2023-03-10,1027,7,620.47,8.46,567.98,3975.85,8112
1874,2023-03-10,1070,3,594.21,6.54,555.35,1666.05,725
1875,2023-03-10,1022,9,535.63,5.65,505.37,4548.3,7148
1876,2023-03-10,1018,3,794.15,22.14,618.33,1854.98,7018
1877,2023-03-10,1048,1,443.78,19.71,356.31,356.31,4978
1878,2023-03-10,1001,7,409.1,11.85,360.62,2524.35,7642
1879,2023-03-10,1061,3,472.51,12.64,412.78,1238.35,4930
1880,2023-03-10,1019,3,57.6,17.52,47.51,142.53,3039
1881,2023-03-10,1066,4,571.29,24.43,431.72,1726.9,6542
1882,2023-03-10,1049,3,463.03,5.15,439.18,1317.55,6891
1883,2023-03-10,1049,3,463.03,15.43,391.58,1174.75,5362
1884,2023-03-10,1005,7,217.83,8.71,198.86,1392.0,5641
1885,2023-03-10,1041,7,709.21,20.25,565.59,3959.16,1012
1886,2023-03-10,1062,7,401.49,14.09,344.92,2414.44,7371
1887,2023-03-10,1020,7,382.89,10.28,343.53,2404.7,6561
1888,2023-03-10,1056,6,168.71,22.24,131.19,787.13,5027
1889,2023-03-10,1017,2,638.97,21.57,501.14,1002.29,6747
1890,2023-03-10,1004,1,548.03,18.66,445.77,445.77,1329
1891,2023-03-10,1048,8,443.78,10.47,397.32,3178.53,5381
1892,2023-03-10,1023,6,747.57,18.63,608.3,3649.79,7732
1893,2023-03-10,1058,7,258.17,18.86,209.48,1466.35,4692
1894,2023-03-10,1001,3,409.1,19.35,329.94,989.82,1285
1895,2023-03-10,1051,4,759.47,17.2,628.84,2515.36,8216
1896,2023-03-10,1059,3,840.59,13.24,729.3,2187.89,7915
1897,2023-03-11,1006,7,987.11,10.26,885.83,6200.83,3920
1898,2023-03-11,1021,6,393.65,18.46,320.98,1925.89,8113
1899,2023-03-11,1037,8,561.23,17.48,463.13,3705.02,7562
1900,2023-03-11,1055,8,935.23,13.51,808.88,6471.04,7574
1901,2023-03-11,1011,8,621.19,19.12,502.42,4019.35,5072
1902,2023-03-11,1050,7,460.79,7.08,428.17,2997.16,622
1903,2023-03-11,1064,1,483.58,14.97,411.19,411.19,4990
1904,2023-03-11,1070,9,594.21,13.56,513.64,4622.72,390
1905,2023-03-11,1018,10,794.15,15.33,672.41,6724.07,8288
1906,2023-03-11,1030,9,180.64,23.33,138.5,1246.47,7538
1907,2023-03-11,1019,5,57.6,23.97,43.79,218.97,5644
1908,2023-03-11,1030,7,180.64,21.08,142.56,997.93,2214
1909,2023-03-11,1017,2,638.97,11.91,562.87,1125.74,6343
1910,2023-03-11,1061,8,472.51,5.13,448.27,3586.16,3012
1911,2023-03-11,1006,7,987.11,18.2,807.46,5652.19,6798
1912,2023-03-11,1018,6,794.15,7.53,734.35,4406.1,2863
1913,2023-03-11,1014,3,197.14,23.66,150.5,451.49,1711
1914,2023-03-11,1005,7,217.83,24.8,163.81,1146.66,7363
1915,2023-03-11,1004,9,548.03,9.51,495.91,4463.21,59
1916,2023-03-11,1009,2,140.95,11.54,124.68,249.37,7751
1917,2023-03-11,1035,2,905.13,20.62,718.49,1436.98,6072
1918,2023-03-11,1043,3,124.64,12.46,109.11,327.33,6962
1919,2023-03-11,1066,4,571.29,24.73,430.01,1720.04,5714
1920,2023-03-11,1072,2,928.81,8.33,851.44,1702.88,7897
1921,2023-03-11,1042,3,827.95,6.75,772.06,2316.19,2959
1922,2023-03-11,1028,2,101.95,6.85,94.97,189.93,2059
1923,2023-03-11,1072,6,928.81,12.9,808.99,4853.96,4503
1924,2023-03-12,1019,8,57.6,6.37,53.93,431.45,6668
1925,2023-03-12,1017,3,638.97,12.02,562.17,1686.5,4384
1926,2023-03-12,1060,9,896.25,16.59,747.56,6728.06,6452
1927,2023-03-12,1032,7,752.55,8.89,685.65,4799.54,6877
1928,2023-03-12,1034,5,161.06,7.14,149.56,747.8,5467
1929,2023-03-12,1068,9,882.43,10.24,792.07,7128.62,1639
1930,2023-03-12,1019,2,57.6,12.16,50.6,101.19,6575
1931,2023-03-12,1037,2,561.23,17.13,465.09,930.18,7358
1932,2023-03-12,1068,5,882.43,7.8,813.6,4068.0,7946
1933,2023-03-12,1057,9,552.95,5.23,524.03,4716.28,4795
1934,2023-03-12,1068,10,882.43,12.97,767.98,7679.79,558
1935,2023-03-12,1030,5,180.64,21.63,141.57,707.84,1424
1936,2023-03-12,1054,2,272.56,10.9,242.85,485.7,2626
1937,2023-03-12,1018,9,794.15,18.03,650.96,5858.68,7045
1938,2023-03-12,1030,4,180.64,6.51,168.88,675.52,7062
1939,2023-03-12,1063,9,98.48,19.74,79.04,711.36,7005
1940,2023-03-12,1031,10,184.08,10.76,164.27,1642.73,7440
1941,2023-03-12,1041,5,709.21,9.95,638.64,3193.22,8279
1942,2023-03-12,1024,4,564.29,8.77,514.8,2059.21,7337
1943,2023-03-12,1012,4,980.62,22.31,761.84,3047.37,4270
1944,2023-03-12,1066,2,571.29,11.95,503.02,1006.04,4695
1945,2023-03-12,1072,5,928.81,24.97,696.89,3484.43,3617
1946,2023-03-12,1062,2,401.49,21.64,314.61,629.22,206
1947,2023-03-12,1044,10,160.64,21.11,126.73,1267.29,5255
1948,2023-03-12,1011,2,621.19,13.93,534.66,1069.32,2032
1949,2023-03-12,1060,8,896.25,24.87,673.35,5386.82,6001
1950,2023-03-12,1014,6,197.14,6.44,184.44,1106.67,8200
1951,2023-03-12,1045,8,464.66,21.74,363.64,2909.14,4801
1952,2023-03-13,1045,9,464.66,17.01,385.62,3470.59,3056
1953,2023-03-13,1050,1,460.79,23.4,352.97,352.97,1820
1954,2023-03-13,1033,1,639.96,6.19,600.35,600.35,4467
1955,2023-03-13,1044,3,160.64,14.27,137.72,413.15,3113
1956,2023-03-13,1041,1,709.21,22.9,546.8,546.8,8160
1957,2023-03-13,1005,5,217.83,22.69,168.4,842.02,6136
1958,2023-03-13,1059,1,840.59,10.55,751.91,751.91,1026
1959,2023-03-13,1038,10,537.23,15.26,455.25,4552.49,6584
1960,2023-03-13,1032,1,752.55,16.59,627.7,627.7,320
1961,2023-03-13,1018,4,794.15,23.79,605.22,2420.89,4493
1962,2023-03-13,1012,2,980.62,18.4,800.19,1600.37,2923
1963,2023-03-13,1049,6,463.03,23.66,353.48,2120.86,569
1964,2023-03-13,1055,1,935.23,7.21,867.8,867.8,4619
1965,2023-03-13,1035,3,905.13,16.09,759.49,2278.48,4400
1966,2023-03-13,1025,8,571.65,8.82,521.23,4169.84,6952
1967,2023-03-13,1023,2,747.57,9.17,679.02,1358.04,6938
1968,2023-03-13,1072,1,928.81,10.94,827.2,827.2,3160
1969,2023-03-13,1025,9,571.65,5.79,538.55,4846.96,3791
1970,2023-03-13,1005,1,217.83,11.13,193.59,193.59,5729
1971,2023-03-13,1047,3,364.95,21.46,286.63,859.9,550
1972,2023-03-13,1030,6,180.64,20.51,143.59,861.54,2485
1973,2023-03-13,1013,4,456.05,6.96,424.31,1697.24,3323
1974,2023-03-13,1006,9,987.11,11.64,872.21,7849.89,8206
1975,2023-03-13,1023,10,747.57,23.9,568.9,5689.01,7377
1976,2023-03-13,1062,7,401.49,8.75,366.36,2564.52,2178
1977,2023-03-13,1016,6,381.88,15.17,323.95,1943.69,4862
1978,2023-03-13,1019,9,57.6,17.96,47.26,425.3,7859
1979,2023-03-14,1003,5,869.53,8.74,793.53,3967.67,986
1980,2023-03-14,1072,4,928.81,11.69,820.23,3280.93,4412
1981,2023-03-14,1045,1,464.66,23.32,356.3,356.3,4677
1982,2023-03-14,1031,2,184.08,17.5,151.87,303.73,6342
1983,2023-03-14,1002,2,180.65,24.15,137.02,274.05,1297
1984,2023-03-14,1063,3,98.48,12.89,85.79,257.36,5237
1985,2023-03-14,1044,3,160.64,7.55,148.51,445.54,4595
1986,2023-03-14,1011,4,621.19,9.19,564.1,2256.41,2366
1987,2023-03-14,1016,8,381.88,16.11,320.36,2562.87,4801
1988,2023-03-14,1025,5,571.65,22.76,441.54,2207.71,4456
1989,2023-03-14,1038,2,537.23,9.24,487.59,975.18,975
1990,2023-03-14,1067,5,865.32,17.6,713.02,3565.12,2263
1991,2023-03-14,1070,5,594.21,10.11,534.14,2670.68,3848
1992,2023-03-14,1040,10,322.23,11.43,285.4,2853.99,3101
1993,2023-03-14,1012,2,980.62,9.13,891.09,1782.18,6778
1994,2023-03-14,1039,6,690.52,24.15,523.76,3142.56,5286
1995,2023-03-14,1015,2,571.42,20.0,457.14,914.27,789
1996,2023-03-14,1044,10,160.64,19.6,129.15,1291.55,2847
1997,2023-03-14,1026,2,602.31,24.15,456.85,913.7,1674
1998,2023-03-14,1040,9,322.23,18.78,261.72,2355.44,1133
1999,2023-03-14,1072,2,928.81,7.93,855.16,1710.31,5487
2000,2023-03-14,1014,6,197.14,20.69,156.35,938.11,2699
2001,2023-03-14,1005,4,217.83,23.28,167.12,668.48,7566
2002,2023-03-14,1041,2,709.21,11.61,626.87,1253.74,6582
2003,2023-03-14,1043,2,124.64,19.77,100.0,200.0,889
2004,2023-03-14,1033,10,639.96,16.38,535.13,5351.35,6509
2005,2023-03-14,1051,9,759.47,5.5,717.7,6459.29,729
2006,2023-03-14,1060,6,896.25,8.4,820.96,4925.79,8070
2007,2023-03-15,1072,5,928.81,13.67,801.84,4009.21,3405
2008,2023-03-15,1014,2,197.14,22.18,153.41,306.83,5338
2009,2023-03-15,1060,9,896.25,14.25,768.53,6916.81,4652
2010,2023-03-15,1032,8,752.55,13.7,649.45,5195.61,91
2011,2023-03-15,1023,4,747.57,15.97,628.18,2512.73,146
2012,2023-03-15,1023,9,747.57,6.42,699.58,6296.18,5818
2013,2023-03-15,1064,10,483.58,17.06,401.08,4010.81,339
2014,2023-03-15,1046,9,691.1,18.14,565.73,5091.61,151
2015,2023-03-15,1036,10,811.63,18.31,663.02,6630.21,6097
2016,2023-03-15,1004,8,548.03,21.24,431.63,3453.03,3429
2017,2023-03-15,1044,10,160.64,14.01,138.13,1381.34,6645
2018,2023-03-15,1026,2,602.31,13.5,521.0,1042.0,6361
2019,2023-03-15,1035,4,905.13,10.38,811.18,3244.71,4668
2020,2023-03-15,1010,3,440.66,19.71,353.81,1061.42,8044
2021,2023-03-15,1066,7,571.29,24.87,429.21,3004.47,6458
2022,2023-03-15,1064,10,483.58,8.01,444.85,4448.45,4650
2023,2023-03-15,1043,5,124.64,8.66,113.85,569.23,213
2024,2023-03-15,1013,3,456.05,18.62,371.13,1113.4,813
2025,2023-03-15,1060,4,896.25,13.07,779.11,3116.44,6713
2026,2023-03-15,1034,6,161.06,11.64,142.31,853.88,3937
2027,2023-03-15,1031,2,184.08,14.58,157.24,314.48,8282
2028,2023-03-15,1015,1,571.42,20.62,453.59,453.59,4514
2029,2023-03-15,1058,3,258.17,19.07,208.94,626.81,925
2030,2023-03-15,1039,10,690.52,20.62,548.13,5481.35,1219
2031,2023-03-15,1023,10,747.57,16.62,623.32,6233.24,6706
2032,2023-03-15,1054,7,272.56,20.53,216.6,1516.22,3636
2033,2023-03-15,1068,7,882.43,16.94,732.95,5130.62,1224
2034,2023-03-16,1043,7,124.64,23.11,95.84,670.85,2714
2035,2023-03-16,1031,4,184.08,10.3,165.12,660.48,526
2036,2023-03-16,1066,6,571.29,24.31,432.41,2594.46,2009
2037,2023-03-16,1018,1,794.15,24.27,601.41,601.41,1091
2038,2023-03-16,1002,3,180.65,20.55,143.53,430.58,4165
2039,2023-03-16,1050,2,460.79,21.59,361.31,722.61,293
2040,2023-03-16,1066,5,571.29,23.64,436.24,2181.19,1655
2041,2023-03-16,1033,2,639.96,16.17,536.48,1072.96,994
2042,2023-03-16,1054,3,272.56,8.84,248.47,745.4,985
2043,2023-03-16,1072,2,928.81,12.1,816.42,1632.85,5946
2044,2023-03-16,1050,8,460.79,21.69,360.84,2886.76,7073
2045,2023-03-16,1043,5,124.64,13.51,107.8,539.01,7634
2046,2023-03-16,1054,10,272.56,9.32,247.16,2471.57,2419
2047,2023-03-16,1062,1,401.49,14.82,341.99,341.99,7962
2048,2023-03-16,1019,10,57.6,6.19,54.03,540.35,2852
2049,2023-03-16,1008,10,606.49,19.44,488.59,4885.88,7209
2050,2023-03-16,1063,10,98.48,16.3,82.43,824.28,7908
2051,2023-03-16,1058,1,258.17,13.4,223.58,223.58,6629
2052,2023-03-16,1042,5,827.95,15.7,697.96,3489.81,4459
2053,2023-03-16,1051,9,759.47,22.74,586.77,5280.9,3035
2054,2023-03-16,1022,6,535.63,11.48,474.14,2844.84,7971
2055,2023-03-16,1068,5,882.43,18.81,716.44,3582.22,3806
2056,2023-03-16,1022,10,535.63,14.46,458.18,4581.78,6877
2057,2023-03-16,1062,8,401.49,10.65,358.73,2869.85,38
2058,2023-03-16,1040,4,322.23,13.3,279.37,1117.49,2689
2059,2023-03-16,1015,3,571.42,10.23,512.96,1538.89,69
2060,2023-03-16,1009,9,140.95,9.47,127.6,1148.42,5019
2061,2023-03-16,1051,10,759.47,17.37,627.55,6275.5,5041
2062,2023-03-17,1070,3,594.21,21.86,464.32,1392.95,7822
2063,2023-03-17,1038,9,537.23,9.72,485.01,4365.1,1605
2064,2023-03-17,1043,4,124.64,22.25,96.91,387.63,313
2065,2023-03-17,1042,10,827.95,18.87,671.72,6717.16,6215
2066,2023-03-17,1057,7,552.95,18.19,452.37,3166.58,1037
2067,2023-03-17,1058,3,258.17,12.06,227.03,681.1,7631
2068,2023-03-17,1053,2,904.23,22.9,697.16,1394.32,1868
2069,2023-03-17,1071,2,360.99,23.64,275.65,551.3,931
2070,2023-03-17,1007,7,355.35,17.8,292.1,2044.68,231
2071,2023-03-17,1069,4,405.92,12.51,355.14,1420.56,1911
2072,2023-03-17,1063,4,98.48,11.49,87.16,348.66,3051
2073,2023-03-17,1033,1,639.96,23.33,490.66,490.66,7662
2074,2023-03-17,1056,4,168.71,21.38,132.64,530.56,5584
2075,2023-03-17,1013,10,456.05,11.15,405.2,4052.0,2154
2076,2023-03-17,1013,6,456.05,5.04,433.07,2598.39,2382
2077,2023-03-17,1027,1,620.47,20.44,493.65,493.65,7026
2078,2023-03-17,1021,3,393.65,17.96,322.95,968.85,1148
2079,2023-03-17,1027,6,620.47,8.24,569.34,3416.06,619
2080,2023-03-17,1044,3,160.64,8.65,146.74,440.23,6510
2081,2023-03-17,1029,9,731.48,9.21,664.11,5977.0,1690
2082,2023-03-17,1003,6,869.53,7.96,800.32,4801.89,1189
2083,2023-03-17,1040,3,322.23,8.3,295.48,886.45,3322
2084,2023-03-17,1003,1,869.53,6.31,814.66,814.66,3261
2085,2023-03-17,1028,1,101.95,7.19,94.62,94.62,3347
2086,2023-03-17,1003,6,869.53,21.77,680.23,4081.4,737
2087,2023-03-17,1017,3,638.97,8.07,587.41,1762.22,712
2088,2023-03-17,1045,1,464.66,6.89,432.64,432.64,6161
2089,2023-03-18,1070,2,594.21,12.33,520.94,1041.89,6250
2090,2023-03-18,1035,6,905.13,9.28,821.13,4926.8,6471
2091,2023-03-18,1043,3,124.64,17.43,102.92,308.75,7735
2092,2023-03-18,1042,1,827.95,24.84,622.29,622.29,6789
2093,2023-03-18,1039,1,690.52,8.01,635.21,635.21,7300
2094,2023-03-18,1018,7,794.15,11.61,701.95,4913.64,3079
2095,2023-03-18,1029,10,731.48,20.64,580.5,5805.03,5734
2096,2023-03-18,1001,9,409.1,7.45,378.62,3407.6,4401
2097,2023-03-18,1002,3,180.65,17.02,149.9,449.71,650
2098,2023-03-18,1040,7,322.23,23.03,248.02,1736.14,323
2099,2023-03-18,1059,10,840.59,16.92,698.36,6983.62,936
2100,2023-03-18,1025,2,571.65,24.86,429.54,859.08,6866
2101,2023-03-18,1072,7,928.81,22.75,717.51,5022.54,7875
2102,2023-03-18,1037,10,561.23,10.16,504.21,5042.09,6877
2103,2023-03-18,1048,3,443.78,23.69,338.65,1015.95,5873
2104,2023-03-18,1063,4,98.48,13.62,85.07,340.27,3367
2105,2023-03-18,1040,5,322.23,11.85,284.05,1420.23,5427
2106,2023-03-18,1020,4,382.89,17.44,316.11,1264.46,7043
2107,2023-03-18,1018,10,794.15,6.6,741.74,7417.36,919
2108,2023-03-18,1005,1,217.83,5.74,205.33,205.33,6324
2109,2023-03-18,1005,6,217.83,16.8,181.23,1087.41,9
2110,2023-03-18,1021,1,393.65,6.56,367.83,367.83,7354
2111,2023-03-18,1041,6,709.21,7.84,653.61,3921.65,912
2112,2023-03-18,1058,2,258.17,24.99,193.65,387.31,1055
2113,2023-03-18,1006,3,987.11,5.5,932.82,2798.46,3725
2114,2023-03-18,1004,7,548.03,18.89,444.51,3111.55,5350
2115,2023-03-18,1033,6,639.96,23.83,487.46,2924.75,2540
2116,2023-03-18,1005,6,217.83,13.61,188.18,1129.1,644
2117,2023-03-19,1028,6,101.95,16.56,85.07,510.4,7348
2118,2023-03-19,1059,10,840.59,10.69,750.73,7507.31,7488
2119,2023-03-19,1072,8,928.81,14.59,793.3,6346.37,3172
2120,2023-03-19,1027,2,620.47,23.3,475.9,951.8,4769
2121,2023-03-19,1006,10,987.11,6.5,922.95,9229.48,8128
2122,2023-03-19,1056,10,168.71,21.0,133.28,1332.81,2485
2123,2023-03-19,1072,1,928.81,9.31,842.34,842.34,1789
2124,2023-03-19,1002,1,180.65,16.6,150.66,150.66,3936
2125,2023-03-19,1017,3,638.97,11.77,563.76,1691.29,3420
2126,2023-03-19,1005,1,217.83,8.68,198.92,198.92,1072
2127,2023-03-19,1003,4,869.53,23.49,665.28,2661.11,1307
2128,2023-03-19,1072,2,928.81,23.01,715.09,1430.18,4204
2129,2023-03-19,1010,5,440.66,9.46,398.97,1994.87,481
2130,2023-03-19,1050,1,460.79,18.28,376.56,376.56,7446
2131,2023-03-19,1053,7,904.23,10.93,805.4,5637.78,5184
2132,2023-03-19,1029,9,731.48,10.31,656.06,5904.58,4406
2133,2023-03-19,1058,10,258.17,23.71,196.96,1969.58,2760
2134,2023-03-19,1008,5,606.49,18.43,494.71,2473.57,7112
2135,2023-03-19,1052,1,388.58,19.61,312.38,312.38,2427
2136,2023-03-19,1012,8,980.62,9.68,885.7,7085.57,4986
2137,2023-03-19,1048,7,443.78,20.15,354.36,2480.51,7907
2138,2023-03-19,1062,4,401.49,20.02,321.11,1284.45,843
2139,2023-03-19,1031,7,184.08,15.68,155.22,1086.51,5954
2140,2023-03-19,1028,10,101.95,20.04,81.52,815.19,8195
2141,2023-03-19,1018,7,794.15,23.87,604.59,4232.1,2791
2142,2023-03-19,1047,3,364.95,11.3,323.71,971.13,2747
2143,2023-03-19,1065,8,50.35,15.18,42.71,341.65,3693
2144,2023-03-20,1011,5,621.19,15.17,526.96,2634.78,2237
2145,2023-03-20,1044,9,160.64,7.73,148.22,1334.0,3717
2146,2023-03-20,1039,3,690.52,7.44,639.15,1917.44,4177
2147,2023-03-20,1066,8,571.29,16.97,474.34,3794.74,2729
2148,2023-03-20,1039,1,690.52,24.25,523.07,523.07,6301
2149,2023-03-20,1041,6,709.21,20.77,561.91,3371.44,4448
2150,2023-03-20,1015,6,571.42,20.88,452.11,2712.65,7658
2151,2023-03-20,1066,9,571.29,17.01,474.11,4267.02,413
2152,2023-03-20,1047,7,364.95,7.69,336.89,2358.2,354
2153,2023-03-20,1025,3,571.65,9.59,516.83,1550.49,3531
2154,2023-03-20,1022,2,535.63,14.1,460.11,920.21,5193
2155,2023-03-20,1055,5,935.23,8.72,853.68,4268.39,1667
2156,2023-03-20,1046,4,691.1,16.59,576.45,2305.79,4836
2157,2023-03-20,1031,1,184.08,9.04,167.44,167.44,83
2158,2023-03-20,1023,5,747.57,16.74,622.43,3112.13,1920
2159,2023-03-20,1001,8,409.1,16.84,340.21,2721.66,2615
2160,2023-03-20,1007,9,355.35,6.11,333.64,3002.74,5621
2161,2023-03-20,1040,1,322.23,23.95,245.06,245.06,2358
2162,2023-03-20,1056,1,168.71,24.84,126.8,126.8,1059
2163,2023-03-20,1001,9,409.1,6.06,384.31,3458.78,739
2164,2023-03-20,1026,8,602.31,17.87,494.68,3957.42,8205
2165,2023-03-20,1033,7,639.96,6.46,598.62,4190.33,99
2166,2023-03-20,1006,8,987.11,11.7,871.62,6972.95,5979
2167,2023-03-20,1044,1,160.64,22.44,124.59,124.59,6105
2168,2023-03-20,1005,4,217.83,21.71,170.54,682.16,3674
2169,2023-03-20,1042,5,827.95,10.44,741.51,3707.56,5053
2170,2023-03-20,1033,1,639.96,18.0,524.77,524.77,5151
2171,2023-03-20,1019,1,57.6,5.78,54.27,54.27,7577
2172,2023-03-21,1014,8,197.14,21.5,154.75,1238.04,189
2173,2023-03-21,1059,8,840.59,10.38,753.34,6026.69,6048
2174,2023-03-21,1068,5,882.43,22.26,686.0,3430.01,3002
2175,2023-03-21,1034,5,161.06,16.18,135.0,675.0,4236
2176,2023-03-21,1006,7,987.11,21.53,774.59,5422.1,6741
2177,2023-03-21,1072,5,928.81,21.96,724.84,3624.22,4354
2178,2023-03-21,1049,1,463.03,19.35,373.43,373.43,2491
2179,2023-03-21,1069,2,405.92,15.2,344.22,688.44,967
2180,2023-03-21,1059,9,840.59,11.21,746.36,6717.24,3747
2181,2023-03-21,1064,8,483.58,5.54,456.79,3654.32,6991
2182,2023-03-21,1067,8,865.32,10.73,772.47,6179.77,444
2183,2023-03-21,1006,7,987.11,22.55,764.52,5351.62,7506
2184,2023-03-21,1040,1,322.23,8.69,294.23,294.23,4801
2185,2023-03-21,1047,3,364.95,9.54,330.13,990.4,7903
2186,2023-03-21,1039,5,690.52,18.1,565.54,2827.68,7546
2187,2023-03-21,1036,2,811.63,23.02,624.79,1249.59,4034
2188,2023-03-21,1012,1,980.62,12.76,855.49,855.49,2540
2189,2023-03-21,1031,6,184.08,16.1,154.44,926.66,264
2190,2023-03-21,1068,2,882.43,17.96,723.95,1447.89,7060
2191,2023-03-21,1026,4,602.31,7.53,556.96,2227.82,5774
2192,2023-03-21,1013,10,456.05,17.2,377.61,3776.09,3308
2193,2023-03-21,1041,5,709.21,15.05,602.47,3012.37,6365
2194,2023-03-21,1046,6,691.1,19.51,556.27,3337.6,4776
2195,2023-03-21,1056,2,168.71,12.98,146.81,293.62,7373
2196,2023-03-21,1050,5,460.79,11.31,408.67,2043.37,7342
2197,2023-03-21,1013,8,456.05,15.84,383.81,3070.49,870
2198,2023-03-21,1044,3,160.64,10.33,144.05,432.14,7287
2199,2023-03-22,1006,8,987.11,18.58,803.7,6429.64,7965
2200,2023-03-22,1032,1,752.55,18.55,612.95,612.95,1905
2201,2023-03-22,1050,7,460.79,11.85,406.19,2843.3,2881
2202,2023-03-22,1024,1,564.29,17.57,465.14,465.14,2951
2203,2023-03-22,1020,10,382.89,23.16,294.21,2942.13,4794
2204,2023-03-22,1007,3,355.35,15.42,300.56,901.67,6239
2205,2023-03-22,1022,10,535.63,14.93,455.66,4556.6,5481
2206,2023-03-22,1034,3,161.06,23.08,123.89,371.66,1872
2207,2023-03-22,1007,1,355.35,14.04,305.46,305.46,7890
2208,2023-03-22,1014,1,197.14,7.35,182.65,182.65,1717
2209,2023-03-22,1018,8,794.15,21.64,622.3,4978.37,3377
2210,2023-03-22,1055,4,935.23,19.73,750.71,3002.84,5927
2211,2023-03-22,1037,8,561.23,12.48,491.19,3929.51,4648
2212,2023-03-22,1032,4,752.55,19.7,604.3,2417.19,6733
2213,2023-03-22,1071,10,360.99,5.39,341.53,3415.33,2124
2214,2023-03-22,1060,5,896.25,13.84,772.21,3861.04,6404
2215,2023-03-22,1016,6,381.88,14.1,328.03,1968.21,3685
2216,2023-03-22,1029,1,731.48,5.73,689.57,689.57,6233
2217,2023-03-22,1039,2,690.52,10.37,618.91,1237.83,5899
2218,2023-03-22,1022,5,535.63,11.1,476.18,2380.88,3679
2219,2023-03-22,1014,4,197.14,23.51,150.79,603.17,3057
2220,2023-03-22,1015,2,571.42,23.69,436.05,872.1,921
2221,2023-03-22,1059,3,840.59,19.45,677.1,2031.29,6215
2222,2023-03-22,1001,5,409.1,22.66,316.4,1581.99,5881
2223,2023-03-22,1012,7,980.62,15.02,833.33,5833.32,5482
2224,2023-03-22,1047,2,364.95,5.54,344.73,689.46,393
2225,2023-03-22,1055,3,935.23,19.72,750.8,2252.41,6903
2226,2023-03-22,1061,9,472.51,11.38,418.74,3768.65,2467
2227,2023-03-23,1071,4,360.99,6.28,338.32,1353.28,4391
2228,2023-03-23,1040,10,322.23,17.72,265.13,2651.31,1162
