default,student,balance,income
No,No,175.62115034096502,32961.589269380514
No,No,751.4978714330933,18565.749401193672
No,Yes,294.4630381986706,25004.40640968748
No,Yes,189.42849365777542,17719.219873870454
No,Yes,1544.9152539768684,30826.545101358057
No,No,800.1919421051131,31213.65583537111
No,No,147.08787274894073,15774.376579466134
No,Yes,684.4293716899655,27009.667894504782
No,No,304.49874292922436,35588.776424503405
No,No,586.4018629838656,30501.21672383376
No,No,1092.2805073901666,23111.973536821406
No,No,1015.0260341283629,51391.3739676118
No,No,483.5969989324668,28980.914680927977
No,No,1329.207734839203,42470.98171396396
No,No,1676.1880818077614,28867.381068009854
No,No,1105.0267288389703,40308.24209172754
No,Yes,502.50030296833734,23824.16516032445
No,No,601.7339970870652,33780.14791956901
No,No,1896.5211448585549,25235.262820595002
No,No,513.815769121776,38781.44408227012
No,No,1017.3055439523939,47551.23588075272
No,No,353.98804226414114,23156.20617837068
Yes,No,1335.6314475924485,25177.165733563932
No,No,318.60860176686595,62945.79624053463
No,No,622.5269112732383,23483.981593132085
No,No,991.796751304481,27954.22982182138
No,Yes,2588.646909624295,33135.90271060604
No,No,789.2945375836103,47638.25991113789
No,No,540.0205970817038,9219.169229389594
No,Yes,609.1294543406767,28807.98139765499
No,No,1295.6864382905128,31549.95235099101
No,No,935.1461669255204,32006.450789695096
No,No,1077.0462125086187,45151.23583407545
No,No,1807.9979413259045,30018.2407222762
No,No,698.1788071469041,28380.49635867013
No,No,887.9668674449698,30284.672420557312
No,No,502.0083681932446,30008.97343760369
No,Yes,410.4047865820328,25881.499092798153
No,No,403.46617831435196,46733.29926344012
No,No,37.40358614196629,37775.51801109357
No,No,984.6203002657193,33371.35618033349
No,No,913.1277756175018,38963.887643092596
No,No,969.7374135473129,41301.961311995445
No,Yes,386.3823100162618,27496.072486086796
No,No,409.52830732101387,26826.950621230953
No,Yes,477.7981174698482,26422.23155912197
No,No,1425.6920866526928,12304.481643606185
No,No,767.6393679028837,48839.21444490684
No,No,692.4549301772136,48810.8122661722
No,No,1147.7243267846363,42394.010298444366
No,No,399.3230441415524,45959.344583103644
No,No,872.3085878766931,32758.379871139143
Yes,No,2342.7850597222464,25995.13424963438
No,No,1579.9256323700304,20960.97240875916
No,Yes,1035.282067417366,30506.963195866974
No,No,712.4468430995838,25993.850759918234
No,No,963.7478734054961,29762.378500322317
No,No,1728.1344801421703,35741.38101539035
No,No,1646.8643976300325,33125.30110584969
No,Yes,2308.1199339213276,25303.409480932736
No,No,800.1203764829304,15418.826795799261
No,Yes,79.09625758900772,21815.525541412637
No,Yes,2681.8512872584542,29219.143217946385
No,No,341.3272850614377,29181.826903364064
No,No,1134.6153604825433,24878.365840959603
No,Yes,81.37228825075934,30133.5635987051
No,Yes,817.7644088638473,20480.2379977154
No,No,514.5672692312818,35344.88883601979
No,Yes,2311.5923853207173,21976.89280892179
No,Yes,1044.9419851621833,23446.96460106973
No,No,676.0138875211439,48796.102941645906
No,Yes,1130.0728686756443,27453.55038720748
No,No,18.31303227387461,21282.14988535327
No,No,391.4284503350893,29779.177922631232
No,No,444.9754540534908,29373.871574631696
No,No,1050.1107295662998,35663.71486179165
No,Yes,331.69601440362,29811.483308460927
No,No,774.6177468990642,33818.3755908554
No,No,626.6643471506538,33524.61785463031
No,Yes,492.11681575082406,7829.1204572744355
No,No,433.4732881065406,46740.44814162138
No,No,622.2033749068098,31821.329380188872
No,No,94.7461213500611,36086.41169202327
No,No,1158.7002548100304,36062.796272914384
No,Yes,407.003966052565,18065.399810695402
No,No,541.3047038787155,31060.922575411
Yes,No,1879.7330298148768,25729.0684653083
No,No,1172.5945104468926,47333.29748548353
No,No,231.39536483266792,11261.469376287645
No,No,12.68274803049232,23966.765432634544
No,No,970.8331494253056,30279.30175146355
No,No,558.695396266533,48474.95715913452
No,No,778.0923733481526,40578.16320638151
No,No,1145.5290478034071,17119.59713057113
No,No,1273.4016952461955,32344.905688748393
No,No,474.4634445717412,40713.31008261751
No,Yes,737.0674792903966,39038.32197473461
No,No,891.0931247845534,30102.52137819191
No,No,933.71553400809,21655.619321969127
No,Yes,926.9154081185691,25706.577883206013
Yes,Yes,2091.2220664109664,23147.000765842728
No,No,926.2139428738484,38133.08671188614
No,No,1133.732831943489,40404.749348373334
No,No,821.5286342760508,36699.31692137832
No,Yes,329.39159578065943,27147.377065671186
No,No,390.34473849177596,49856.849863616735
No,Yes,266.18262187267413,21412.590987988202
No,No,1372.4969013895081,21255.69097791209
No,No,146.16886373011323,36639.7575048414
No,Yes,713.5235918828763,14480.668788699535
No,Yes,595.422115532843,15598.857730856522
No,Yes,582.673823615159,17695.29867806389
No,Yes,625.1661577980049,14694.815093874631
Yes,Yes,2356.2491777856553,31629.955294061776
No,No,86.58294745266184,33989.11098017471
Yes,No,1598.8390307828106,40567.88837193957
No,No,557.4085184491437,38602.64384925325
No,No,1216.3610394938178,31400.494682177592
No,No,708.7309112446762,43105.03855076791
No,No,245.053927292716,28674.319912889223
No,No,1702.1489484858382,31820.37258673539
No,No,1529.1742982100259,26421.58814244756
No,Yes,315.7764136702373,33252.14065161995
No,No,1023.8813429676819,32428.64791720263
No,No,406.08753379745906,39480.27740330628
No,No,153.29715849058326,27685.3835703444
No,No,339.9338299267235,41970.19577145456
No,No,1636.045520868558,41228.030900982754
No,No,1236.9915949368394,17245.203163716527
No,No,525.9719705137968,33541.25093716181
No,Yes,1969.4738827715325,24268.303733074168
No,Yes,1741.0377484615133,21351.950237722915
No,No,340.4170928643576,47347.1033428043
No,No,1911.9728290736107,21327.528775742885
No,No,492.14213120111816,29017.173135878256
No,Yes,658.8326566004918,17504.635063543774
No,No,89.47925718695781,43799.21477012167
No,No,399.53596651292236,23213.860792346324
No,No,598.2437867118159,15174.177343022013
No,No,838.5064347615779,37813.85118400522
No,No,245.87657112453317,32108.282039808997
No,No,354.5196269777442,43903.49620673238
Yes,Yes,2327.759011910479,29136.40377004304
No,No,1386.2307883846593,33075.168411311686
No,No,1562.7752682987416,19068.217308664287
No,Yes,765.8452928684012,15063.283768439029
No,Yes,1028.2306114233218,11037.663614741663
No,No,1040.0477660436682,32117.385060494675
Yes,No,1921.0744316194487,26912.97294195606
No,No,149.7032972866025,31692.805843941296
No,No,434.6020641452883,35235.64175505636
No,No,800.4984592129716,52483.007103623
No,Yes,854.5561592484069,27516.071515952313
No,No,350.56116703879735,34213.37115028386
No,No,977.2096571335608,17852.032191253275
No,No,449.27363056904943,33762.11546301595
No,No,673.3133171470444,42318.41491794665
No,No,946.4138745315255,37408.393081894064
No,No,467.22547112548386,23021.389943506132
No,No,1166.3527729083348,29735.504537592173
No,No,1316.7673095184646,34233.72931334669
No,No,362.45117387466473,29418.871543110577
No,No,446.59440688126557,27328.94069128828
No,No,281.8312070430884,12027.982069435413
No,No,661.8815685520963,25818.187686637168
No,No,838.0879707849898,36011.42353316701
No,Yes,605.7811817791276,29575.81169581141
No,Yes,985.1797895497331,23983.113071723747
No,Yes,524.1214948019656,30866.141875982114
No,No,448.7388282809683,32714.306525112068
No,No,870.0619493047024,24722.726646770978
No,No,473.83596910959113,28759.907420967684
No,Yes,761.5181582901755,26943.095844791864
No,Yes,1071.1864928599878,21573.432237801513
No,Yes,974.6819942880476,18952.518515985084
No,No,441.9830464012422,17924.610951837178
No,Yes,1690.8169417307167,17197.769533052066
No,Yes,1208.712361854389,20670.443918533612
No,No,800.5725622591626,27686.935980462877
No,No,247.28974299520652,23754.00694445963
No,No,725.3914313318246,49073.769987642445
No,No,392.722263317355,39504.00949291106
No,No,955.730684261339,55421.357102521884
No,Yes,14.542961427334754,12213.550174860557
No,Yes,651.4332223751464,25642.006078763818
No,Yes,510.75831904968834,20407.73763661971
No,No,1169.3734617789032,33696.530018485406
No,No,93.6961174953767,52007.736460120155
No,No,690.435374295991,16105.071335484154
No,No,998.5530062536078,27772.858364347998
Yes,No,2158.4985596900906,26018.71121393544
No,Yes,537.056509013533,19459.692053080933
No,No,848.6447881623487,12393.191524115857
No,No,101.65511517867543,46353.701610377255
No,No,663.7994636494756,46750.960561048196
No,Yes,1775.0604515163166,27523.16909703228
Yes,No,2172.2825049861585,20116.23465164232
No,No,907.7371613194789,36276.41327534423
No,Yes,168.00674666436757,29511.89733073537
No,No,1640.2770714608214,37383.821769051945
No,No,141.44221509669705,33006.39333290155
No,No,224.25092706929524,47605.803987732244
No,No,1733.9583125179547,26408.60123365705
No,No,627.0790386635147,31811.6780182048
No,Yes,487.3061264812584,27829.20230690582
No,No,1096.4708479134765,36678.40957524904
No,No,755.1580459168749,39099.642402758174
No,No,1390.423054405133,38835.36639300043
No,No,781.4801807049869,38748.66610528667
No,No,794.8633360774861,29851.815943209676
No,No,1357.0592152641589,26524.944623557145
No,No,620.4223616285286,34871.38786377587
No,No,305.27988491315216,48611.8870710144
No,No,1140.8213482583908,33251.39297722839
No,No,527.0679046432784,39493.98410926218
No,No,828.4505557368997,34624.37326112179
No,No,75.94130889679948,53837.25188216292
No,Yes,720.8797928044954,22484.587712583467
No,No,431.1370496122166,39528.36985944508
No,Yes,87.35793498085401,18417.77709651964
No,No,615.7213108704093,22295.60029875267
No,Yes,758.5236320432609,23401.687906805924
No,No,872.836887926584,45310.97927205078
No,Yes,1754.9685573348822,27885.122587892834
No,No,1306.0052101529525,12635.995663696085
No,Yes,548.6037650386727,28580.014977827865
No,Yes,920.6720120830051,12730.547180310377
No,No,965.3117084631289,41899.921663703855
No,Yes,561.8764208054096,27260.868116003294
No,No,156.45171037370983,32001.945541581616
No,No,564.7047122814172,40772.52606392068
No,No,1504.0359464165447,30858.670024891297
No,No,148.133539943604,34993.636961513286
No,No,276.51050589693324,19117.69586862853
No,Yes,402.5314124598418,21656.605037681617
No,Yes,335.4559486233617,29917.0379981139
No,Yes,1319.8611199028564,14131.884770551516
No,No,391.3776056217428,41686.236834904834
No,No,1120.5815158303035,13312.802767208017
No,No,689.8368132325188,21604.041621698903
No,No,110.4697371051005,30352.131467144056
No,No,476.8515615960445,35035.85000034629
No,No,1332.7224112999845,27772.873201686976
No,Yes,899.6059289800664,19249.950030817457
No,No,507.536557079068,44571.603794356626
No,No,1516.215698468243,45386.90175062548
No,No,250.91412259491736,29256.04768190489
No,No,403.99821425282295,29558.876249508656
No,No,1248.2084425625912,30629.45698882082
No,No,1084.0512716313558,55677.4535654848
No,No,230.7485280727128,33669.62149554999
No,Yes,1130.39114895072,34447.116595138774
No,No,385.7756286684744,40820.17264897042
No,Yes,81.59933150880498,22715.94338257282
No,No,515.8489888775875,27026.123429134164
Yes,No,2263.797692998995,41291.897214109056
No,Yes,1618.2068882585381,17947.085546721748
No,No,642.5025190185689,29634.869547860864
No,No,137.954896481684,40088.41984371482
No,No,71.11007033535631,31094.153815392732
No,Yes,829.7930017920918,20685.330763562
No,No,897.9442479447736,30420.55943674958
No,No,1108.8815738851463,26632.969950101564
No,No,1021.1007425426576,37994.6465197448
No,No,1083.2360242763316,33862.457273232605
No,Yes,983.9359185885462,13956.795571635226
No,Yes,1793.0078713217565,20037.732221787108
No,No,430.40386773846933,29829.586039175447
No,No,683.5419955583748,29759.55875605337
No,Yes,133.21640683196335,27643.642369804682
No,No,422.57846789194326,26478.065051093938
No,Yes,1588.0070828394348,42377.12634812458
No,No,1058.9997526718146,47355.55582216974
No,No,38.83247947410436,47307.36412639098
Yes,Yes,2849.8960489879005,16214.108310348902
No,No,751.1435838060354,13194.23388174125
No,Yes,914.2230137408463,21076.514237693096
No,No,399.59986133261805,36435.25872611655
No,No,478.8974587353252,31880.412086899774
No,Yes,893.8171915930428,19741.238891319357
No,No,1016.8916647175466,16090.1210439649
No,Yes,1018.2875745368917,18745.01108627151
No,Yes,513.2075981316581,21748.43881715908
No,Yes,361.6065321187787,19982.429755647107
No,Yes,338.91219138469313,19942.58783654833
No,No,1394.3994468434917,25517.128328142644
No,No,1281.6503678556976,50048.58434987831
No,Yes,1141.5601495192636,28409.13113464055
No,No,1387.5475449423209,43060.099376296086
No,No,604.0935144130135,36227.72141004539
No,No,1206.5927384355919,20149.02153782246
No,No,986.8176761626601,40884.312046880725
No,Yes,1475.032021018543,32887.557969398986
No,No,255.85586903216867,48440.589166473896
No,No,811.3611283944902,39736.38422034009
No,No,501.4059064288167,33509.87659159012
No,Yes,62.3821271746332,23436.759047829277
Yes,Yes,1857.3573083514304,27081.4925190491
No,No,1284.1119407822325,17089.91803802078
No,Yes,1037.350258586758,27920.05691416961
No,No,318.8035292316951,28643.145563128983
No,No,105.03834179086286,55594.66789802954
No,Yes,61.021290916005896,21346.518274512153
No,No,419.89849688794817,35445.3705809944
No,No,1094.4394762312236,34947.195746784586
No,No,505.7964944348097,26578.625523655166
No,No,959.7274952008156,38073.020996132516
No,No,994.1987191584678,36920.90246270984
No,No,1083.243052954257,43728.04834588241
No,No,83.29963912507728,40704.47443255888
No,No,345.7282730685551,35371.47419718033
No,No,947.0124945517181,25312.199339256495
Yes,No,1776.7257845777965,25602.8441789751
No,Yes,1744.8304719033083,35049.075137478016
No,No,831.8454098243143,34371.46593757936
No,Yes,1870.6966505435628,37985.91427606451
No,No,827.1565570707846,25317.413213238768
No,Yes,172.28320457590533,38806.676747593796
No,No,1070.3204758982317,24064.866313560447
No,Yes,1785.7121690893953,20381.299577198908
Yes,No,2150.2753530100545,37921.43679208967
No,No,409.76418177692057,43475.385929663236
No,No,230.05589619024875,40280.79939385098
No,No,1209.0464311921232,14368.890610193346
No,Yes,1087.7438779430204,19443.174481280697
No,Yes,1017.4473810781238,15431.337463473415
No,No,1573.666750789891,19686.871656053998
No,Yes,1446.9182870966058,23336.374057634304
No,No,968.9210403519493,12384.282317865654
No,Yes,546.9013455889395,30449.34947015541
No,Yes,1366.37176239816,28663.525185638282
No,No,220.50962218043878,49694.097838938564
No,No,825.4138856627922,22833.546549090286
No,No,649.300763391838,23817.559696984354
No,No,135.69475393762238,44021.636812814075
No,Yes,1090.0414788343076,31344.554200286526
No,No,410.5469684905401,46986.57637592978
No,Yes,1070.9020607384043,31529.1394629502
No,No,284.36276737556227,35691.45338657347
No,No,1214.1399022418248,28899.356105344435
Yes,No,1962.1644916366965,40849.989987664514
No,Yes,264.7104121905956,20357.042373493165
No,No,284.0089983533708,34552.835474416366
No,Yes,220.49568928188702,20777.538371504834
No,No,562.1200094523713,36166.32612462749
No,No,882.4106316675586,45920.66858964834
No,No,1090.569792542738,30005.507668626924
No,Yes,976.1432724786539,19940.31403424789
No,No,1067.2868282344728,32438.63941627586
No,No,631.4011225659846,21710.20056189539
No,No,406.3780128497448,40141.20483467898
No,No,290.8408323360869,34665.189035708
No,No,578.9462772678621,33146.11205889452
No,Yes,357.1939754922676,25750.568286854734
No,No,863.2135484042237,18760.480749814207
No,Yes,362.644533115455,33254.56714169585
No,No,445.1996955680788,28303.515948714554
No,No,1389.5714982499596,29752.430310335563
No,No,1480.6366712919403,42150.372719866
No,No,1449.358883110757,39612.33418305316
No,Yes,767.5401092695292,37442.03955345657
No,Yes,504.83863962770516,16693.78826636628
No,No,960.1808998840501,24123.512576672223
No,Yes,369.76874863872507,15078.914377638588
No,No,1128.2668262043085,34835.22508255361
No,Yes,466.3750968306507,21555.943997283393
No,No,559.9112999426245,26547.015426874885
No,No,1145.7992448275954,32843.2707560365
No,No,99.13766774334867,23178.579000431553
No,No,403.2100408911873,48959.54432072925
No,Yes,1052.039734070695,18555.376169835647
No,No,1016.2176216537006,27788.55326292559
No,No,901.9414264768518,9630.999587430422
No,No,554.3204028063303,17044.859673854447
No,No,1226.598026219926,27619.587538507494
No,No,281.8572690860225,30445.04685733357
No,No,270.53814187091007,40693.8103837306
No,No,870.486550850241,18543.958220592824
No,No,252.6645771163911,38021.7074729138
Yes,No,2006.6836991652451,39741.865858040874
No,No,413.2742609012147,40269.46124385601
No,Yes,1453.0587156169604,30699.61846438685
No,Yes,254.47127697540213,15316.559331230148
No,Yes,2079.393382730442,27238.618078075604
No,Yes,808.8000500916997,35806.12630867564
No,Yes,484.40901939865296,33251.888708591876
No,No,523.7971843898105,52419.557118026365
No,No,349.742811153485,35910.03164325794
No,Yes,670.421622415876,19307.03119171292
No,No,224.8753111641137,8195.949114046736
No,No,414.87035767397697,21072.621167905083
No,No,1194.9232233862692,28245.990252622512
No,Yes,936.9508644313029,21034.19401349311
No,Yes,331.8542188856476,17907.727899806014
No,No,574.0980058999683,36895.709268027174
No,Yes,1790.496263785855,24813.66928584337
No,Yes,547.6292341578408,23736.670367733528
No,No,250.0635454201479,41352.93607035048
No,Yes,1188.1117926249492,20162.551582117005
No,Yes,67.82370780202005,31121.926193717558
No,No,533.3688640958869,21462.146738043804
No,No,1580.503419049182,30464.200480636053
No,No,561.2480764170886,36685.427636639564
No,No,1277.4146800567735,14313.238344772584
No,Yes,296.12967154417845,19922.871918579207
No,No,544.0617791683892,40617.486399752095
No,No,503.83763462527725,29226.583878162146
No,Yes,1143.091861836678,10691.711077350783
No,Yes,842.7786189211785,17238.602446006335
Yes,No,1722.9159658104602,20048.806688899465
No,Yes,522.6453583119343,26923.427293215205
No,No,695.9327857550552,34672.87241235179
No,No,519.2079254262349,17885.397227862908
No,Yes,789.7510287744177,11984.222422667191
No,Yes,736.2018148008532,18376.00327014316
No,Yes,366.4978913374703,23669.04038527543
No,No,1149.9187728800837,26781.32738007125
No,No,378.07572516063016,37002.26543054799
No,Yes,426.3321036954605,25659.006792022923
No,No,144.79265246053384,38823.03776838385
No,No,425.1507299276001,19366.66033597267
No,Yes,448.59760380000495,21519.261176293065
No,No,73.32570079265795,44254.32717302377
No,No,556.7957925289982,26781.354923804007
Yes,No,1671.9615755759012,25364.486926906655
No,Yes,210.10595249887623,20031.706262398064
No,Yes,778.7801927465678,19856.123528804917
No,No,546.3469611656398,34714.7311217226
No,No,1045.424570902341,27684.777212812958
No,No,1099.89307475963,13301.911248299239
Yes,Yes,3016.1560970592177,31747.202736191164
No,No,801.9889946691067,38564.20944778028
No,Yes,398.7187633381326,24493.572892494405
No,No,415.17841589482254,32558.274604445487
No,No,451.6972873530027,30272.941001315634
No,Yes,464.6132635387675,17850.233472761127
No,No,1949.438681242389,14724.166347020906
No,Yes,1276.1220165463728,34842.07278459573
No,No,946.6966429673369,33708.93607149566
No,No,256.7658930256697,17388.922426399717
No,No,1092.2169557858783,23238.46483079699
No,No,1416.2834815777403,36544.80509023705
No,No,554.2147183635917,36345.31666341288
No,Yes,493.3300182627274,18217.450562750706
No,No,1751.3606927088904,22721.31907063689
No,Yes,440.11252836273565,19444.451892079935
No,No,334.26381206798726,14205.834739900067
No,No,286.5646209606913,28743.3990942152
No,No,624.8585544952208,28849.761148974198
No,Yes,960.2912251546489,34136.52875355089
No,No,1288.4630277912936,28993.15048866912
No,No,977.4503898909705,36028.48251230925
No,No,966.3359177251847,49482.87560484038
No,No,1563.3929487454334,22827.115865972934
No,No,274.1589324531064,27253.0936778923
No,No,164.20970130338506,28105.958855609526
No,No,1011.471008664424,16754.19968169545
No,No,602.4098749203811,30885.009783625956
No,Yes,1549.969110047111,31593.74093907441
No,Yes,776.231267163743,29368.88053019354
No,No,399.2774509554655,45322.72450659539
No,No,1021.8475714245686,27161.98603853969
No,No,709.5256492483135,22208.18064119445
No,Yes,776.747508534029,39242.35609473882
Yes,No,2816.9355193170627,35647.72718491848
No,No,1484.2687473667058,17376.252959690493
No,Yes,1336.716670074308,41372.76839289705
No,Yes,871.2984955578573,22820.14027062943
No,Yes,816.3486094199569,2818.4361209184754
No,Yes,626.24705886359,33631.7020828417
No,Yes,937.729628460014,7277.437381884111
No,Yes,533.8748357637496,25468.915299651566
No,No,221.8855701483193,41924.44700831051
No,Yes,769.4867747870741,28219.756460770783
No,Yes,994.1767000443549,34342.62640767771
No,No,1293.7048976745718,43671.267921051054
No,No,335.9794276407819,52066.36056635036
No,No,684.3830301471646,32570.127169757478
No,Yes,1166.5327540127248,20554.69146129302
No,No,956.8742634860394,30033.474260882947
No,No,1885.7181416144485,47236.47571700929
No,No,530.0158785180711,27106.212165176643
No,Yes,373.5649793873884,29381.829459447767
No,No,718.4636317733572,24900.950668225196
No,No,552.1100989579165,25081.781968097763
No,No,477.85309562786136,45342.84597032562
No,No,426.8932835813275,37866.65850162499
No,No,830.8848773559017,11903.582343215614
No,No,378.7011683065997,24961.849332881622
No,No,1113.2592464399406,7791.451049668776
No,No,1077.3401912908662,29744.717401979437
No,No,885.4000662646525,30765.741803873563
No,No,273.7129645314097,28759.588595622758
No,Yes,964.8172462904157,31895.448329298742
No,No,1352.063656156473,37630.54031786138
No,No,1168.5160594650154,58158.51178833857
No,No,1058.7055781770612,38841.18811938557
No,No,676.7252626386199,39025.23232866461
No,No,654.2310191311295,36219.9412454136
No,No,1500.346463332763,30809.86671151792
No,Yes,985.7033245191204,18902.457938142805
No,No,828.8485134034961,31150.165179559375
Yes,No,3341.6339900051403,31609.217921351286
No,Yes,625.1706249583781,22790.53991557354
No,No,65.01182471095167,39859.87141365458
No,Yes,699.0649188062288,25550.514532671063
No,No,609.2014401307717,28330.717391378315
No,No,812.6577019744391,26118.55931160924
No,No,950.5669579504658,35742.78281090709
No,No,81.68155711642352,24232.609621996427
No,Yes,1157.1149540096128,20461.83602630507
No,No,637.4648882669536,28186.545096150425
No,No,539.9814564609566,57760.46783981944
No,No,135.4915105036035,20758.209842169992
No,No,1708.7181482427804,25573.63256052701
No,Yes,567.2177488596351,19560.962631852562
No,No,1068.480221530665,28980.32151806725
No,Yes,398.06921565790526,30448.66288540373
No,Yes,1005.9687173683728,21669.284650279027
No,No,546.737524016732,20258.029392588483
No,No,1046.1166198304027,47809.140809977245
No,No,532.4956395997523,36136.39000841129
No,No,318.37770133655124,37705.235612836215
No,No,659.4124639299442,40008.36836885883
No,Yes,761.8028986653104,14825.711132674176
No,No,799.1632857633772,33431.19066999466
Yes,No,1266.3186860798285,41712.47794276727
No,No,257.99369285327066,27097.302946635155
No,No,1223.4589927869888,36566.60640118989
No,No,222.53772149712358,38935.18549364022
No,No,1018.6419744865008,18900.4391535229
No,No,1040.6400328828431,23175.53410223892
No,No,452.82144053704985,10652.233642534527
No,No,346.5923087283882,35767.338018512026
No,Yes,397.1249917408786,36644.78798690721
No,No,706.5243058511066,26578.168994836862
No,Yes,1304.487333599856,22101.187820498846
No,No,596.162279965859,43633.23454919718
No,Yes,67.03273810019597,25311.129518720973
No,No,428.92584834905296,23763.09820558158
No,Yes,499.9035493997748,34134.153108303464
No,Yes,1135.3318706131415,24831.269695637046
No,Yes,1176.2450867641007,21824.49057148681
No,Yes,895.8473091622969,22403.901955814166
No,No,1224.9877239180298,39408.68890477876
No,No,1286.4664629562708,27366.134957864753
No,No,449.91508935935406,49216.20790488206
No,No,324.5893047126224,46086.33340503174
No,No,628.2493363231406,33584.79777436482
No,No,745.4587968354226,34116.0938637731
No,No,431.75512809500344,25039.58280270596
Yes,No,3852.0948132250246,27126.605986228184
No,No,1644.5563771890072,22146.036591737793
No,No,399.40391010187176,31459.25467211142
No,No,268.0328916599437,34123.43519956018
No,No,373.07701353816446,17599.222598755918
No,Yes,1562.0935535164313,28272.382752578993
No,Yes,1587.3561422926555,17353.820953931037
No,No,1657.5996653260102,37618.117237279796
No,No,316.26419807262965,41572.50202140119
No,No,943.5067678983645,46570.53907803421
No,No,342.2677366378417,44470.53422475078
No,No,1891.074884762865,50066.42406436628
No,Yes,391.0570765631676,29158.425326097735
No,Yes,257.34042963755786,24624.06834746571
No,Yes,305.1395787629349,20141.282714420486
No,No,661.5957410915593,32305.62117362932
No,No,1076.6055085823377,49794.618486650754
No,No,1029.5971343432602,31521.58726231341
No,No,264.41382437808414,33448.55472261773
No,No,491.8921892773879,48262.23004494658
No,No,441.7264881421887,31166.778739635032
No,Yes,276.9592904047573,17886.36258159807
No,Yes,519.9075095061023,31382.29789850755
No,No,1611.928241244418,25224.91327475677
No,Yes,242.3295557317405,26276.72175693512
No,No,781.8982616098159,35788.29359178969
Yes,No,1636.084227364531,36657.39563570794
No,No,1581.8548013513923,9302.43583763731
No,No,1947.7294752719558,41304.667886468014
No,No,837.0430243938088,32905.05033519528
No,No,925.4157230042813,39662.829123272066
No,Yes,527.8601813789508,26955.553458589275
No,No,197.63026489848244,36659.310078293245
No,Yes,714.4689085179014,20669.740857958306
No,No,1408.3737575384528,29638.579762614667
No,No,54.58084761182176,32957.06282478095
No,No,456.31444083283617,35214.731904476284
No,No,988.4835288735771,29259.99509731793
No,No,668.2934673007397,42929.36407757259
No,No,1524.9016917592235,30221.56958950027
No,Yes,1576.5205902380771,16591.04132863393
No,No,173.53943000198967,39452.35545983084
No,No,710.3625753675282,52311.63507337117
No,No,356.90751008704865,21824.479047830166
No,Yes,423.56739089014786,22572.788759882493
No,No,187.68866163707574,44139.00273329526
No,No,798.5606566940796,39198.383756449635
No,No,1545.7426315716043,39712.40392132342
No,No,850.0993814757633,33804.84804674291
No,Yes,210.98055978067242,4843.9833010131715
No,No,640.4127195280773,36078.52382918244
No,Yes,1154.0031269307985,26064.378552079936
No,No,604.9790328697067,44758.3930172923
No,No,839.3315146638804,25990.32302196769
No,Yes,458.5915036837889,35229.73700697052
No,No,552.2035913439456,30395.541347590326
No,Yes,631.053540488144,20071.53840205919
No,No,1733.4505730920782,26292.3375345152
No,No,269.73299561996583,43963.28615696276
No,No,65.49495115384293,22540.075655821973
No,Yes,1994.3048283330193,27873.484886066115
No,Yes,873.9417223097503,17797.03929691007
No,No,219.66023858818428,33058.41905208732
No,No,1237.6846022735608,18253.45943508722
No,No,1002.9576064753146,41353.76709380235
No,No,1918.3966650923053,31999.597275901713
No,No,771.1510798386698,39074.30287471254
Yes,No,2821.9831407858996,31710.810042131063
No,Yes,730.9475418859341,27144.23536574046
No,Yes,1205.119557873166,23127.23331136523
No,Yes,1326.779900276225,28634.473342009584
No,Yes,565.0894112107329,27186.502986440282
No,No,458.8661875143095,35462.42378938496
No,Yes,1345.4632513470203,17148.97533164273
No,No,201.40301822459062,29126.091111482405
No,Yes,425.8172840791513,18044.51197263009
No,No,596.2192957338009,47786.94616473207
No,No,1879.5101054096808,41303.58849196099
No,Yes,1346.093223579918,23714.23781439162
No,Yes,848.418128061137,19514.95189630488
No,Yes,522.930332097045,17921.601219095068
No,Yes,2850.0525286877705,24307.326127338827
No,No,637.208112538436,51932.09587062699
No,Yes,425.457814889688,23491.51348668492
Yes,Yes,3203.267756489846,31863.44177099168
No,Yes,252.93576661186015,25379.644197141624
No,No,1577.5689210505614,39125.74170364853
No,No,674.1871848595606,28740.826933398203
No,No,1119.8845722271822,31529.324973895364
No,No,985.1595568871252,25191.940951512668
No,Yes,1330.5374042307278,25582.08571156109
Yes,No,2825.027695710438,31065.77247446051
Yes,No,2551.3878700551745,37098.85566566068
No,Yes,445.451068976218,16553.530849654668
No,No,959.03819273152,38057.276144960466
No,No,119.00551826961414,35189.02892429114
No,No,1192.2142016382852,34868.69617941786
No,No,1386.832669927112,37393.7579987486
No,No,66.75764412735407,31123.99117596374
No,Yes,786.4230324975157,50097.02156283715
No,No,1118.4716979414666,38184.45732878806
No,No,864.9469695851981,34551.119771203725
No,No,215.10649006982047,40919.74202831857
No,No,239.03320929395036,28287.403073502097
No,No,597.6668411644018,27956.29333817292
No,No,470.8544520810378,41503.686802923236
No,Yes,609.7201721571535,29674.001192971587
No,No,186.26063829813398,45417.511255579986
No,No,683.0112037609656,19248.309386215777
Yes,No,1889.065668256043,32236.109463835284
No,No,224.38487199373444,36796.3082819529
No,No,559.5421637783415,40703.14425174431
No,No,1033.5594847742177,38765.82979163015
No,Yes,171.42491735481903,17492.45667626926
No,No,688.2155119071128,38647.56897763825
No,No,1358.482578487429,36712.35475894423
No,Yes,328.7428438684634,25679.60702146474
No,No,739.3500278789602,22535.583560589876
